article_source,sirens,source_invoice_ids_count,source_invoice_ids_sample,compte_comptable
ATTIEKE FRAIS (a Peser),752620443,3,fr_bd_752620443:0e3ea2b4-fd84-4403-98cf-4ef4c9f0d704 | fr_bd_752620443:21503780-b35e-4306-9f17-2b8b3e9f7179 | fr_bd_752620443:4d293c66-14ea-4e4e-8505-34eb92198c33,607
LIPTON PECHE PET (6x1.25L)*offre 5+1 gratuit,752620443,3,fr_bd_752620443:0e3ea2b4-fd84-4403-98cf-4ef4c9f0d704 | fr_bd_752620443:21503780-b35e-4306-9f17-2b8b3e9f7179 | fr_bd_752620443:4d293c66-14ea-4e4e-8505-34eb92198c33,607
LIPTON PECHE (24x33cl),752620443,3,fr_bd_752620443:0e3ea2b4-fd84-4403-98cf-4ef4c9f0d704 | fr_bd_752620443:21503780-b35e-4306-9f17-2b8b3e9f7179 | fr_bd_752620443:4d293c66-14ea-4e4e-8505-34eb92198c33,607
LIPTON FRAMBOISE (24x33cl),752620443,3,fr_bd_752620443:0e3ea2b4-fd84-4403-98cf-4ef4c9f0d704 | fr_bd_752620443:21503780-b35e-4306-9f17-2b8b3e9f7179 | fr_bd_752620443:4d293c66-14ea-4e4e-8505-34eb92198c33,607
NEM CREVETTE HALAL (14xScht 20Pcs=800g),752620443,3,fr_bd_752620443:0e3ea2b4-fd84-4403-98cf-4ef4c9f0d704 | fr_bd_752620443:21503780-b35e-4306-9f17-2b8b3e9f7179 | fr_bd_752620443:4d293c66-14ea-4e4e-8505-34eb92198c33,607
OIGNONS ROUGE FILET (10x1kg)PAYS-BAS C1 (60/80),752620443,3,fr_bd_752620443:0e3ea2b4-fd84-4403-98cf-4ef4c9f0d704 | fr_bd_752620443:21503780-b35e-4306-9f17-2b8b3e9f7179 | fr_bd_752620443:4d293c66-14ea-4e4e-8505-34eb92198c33,607
LIPTON PASTEQUE menthe (24x33cl),752620443,3,fr_bd_752620443:0e3ea2b4-fd84-4403-98cf-4ef4c9f0d704 | fr_bd_752620443:21503780-b35e-4306-9f17-2b8b3e9f7179 | fr_bd_752620443:4d293c66-14ea-4e4e-8505-34eb92198c33,607
VITA MALT GINGEMBRE BOUTEILLE (24x33cl),752620443,3,fr_bd_752620443:0e3ea2b4-fd84-4403-98cf-4ef4c9f0d704 | fr_bd_752620443:21503780-b35e-4306-9f17-2b8b3e9f7179 | fr_bd_752620443:4d293c66-14ea-4e4e-8505-34eb92198c33,607
LAIT UHT 1/2ECR 1L BT LAITDICl,752620443,3,fr_bd_752620443:1059fae5-c9a9-4486-a27d-44086b5608a8 | fr_bd_752620443:4db95186-5f63-4aea-8e2f-5332e1fc05e5 | fr_bd_752620443:c2f77ac5-0c43-4b05-9bfe-3b7f215fd60b,601
COCO POPS ORIGINAL 330G,752620443,3,fr_bd_752620443:128c143f-5899-45db-bc2c-f22bce80a282 | fr_bd_752620443:638740af-ed20-42fe-b556-07fdb56012db | fr_bd_752620443:e978926c-af4e-4edd-a159-9249164732cf,6062
BERLINGOTS SUPER COCO 20X125ML,752620443,3,fr_bd_752620443:128c143f-5899-45db-bc2c-f22bce80a282 | fr_bd_752620443:28d464d5-bb47-445f-ab78-716e4ad270f4 | fr_bd_752620443:29339627-efc7-4248-9f0a-0cc3764de5f0,6061
*SUCRE MCX BLC N 4 1KG ROCHAMB,752620443,3,fr_bd_752620443:15e2c7a5-fc79-4c2d-ad49-e53239855b08 | fr_bd_752620443:1bf30da3-bdec-48c8-b6ba-99fd53a0ce65 | fr_bd_752620443:b37490a3-65db-487f-9cf1-977361d01433,6062
FREEDENT WHITE FRUIT 10 DR.,752620443,3,fr_bd_752620443:15e2c7a5-fc79-4c2d-ad49-e53239855b08 | fr_bd_752620443:6e3c277e-a1c5-4a50-b419-d541db37a3a1 | fr_bd_752620443:b37490a3-65db-487f-9cf1-977361d01433,6062
FREED.S/S WHITE MENTDOU10DR,752620443,3,fr_bd_752620443:15e2c7a5-fc79-4c2d-ad49-e53239855b08 | fr_bd_752620443:6e3c277e-a1c5-4a50-b419-d541db37a3a1 | fr_bd_752620443:b37490a3-65db-487f-9cf1-977361d01433,6062
AIRWAVES MENTHOEUCALYP 10DR,752620443,3,fr_bd_752620443:15e2c7a5-fc79-4c2d-ad49-e53239855b08 | fr_bd_752620443:6e3c277e-a1c5-4a50-b419-d541db37a3a1 | fr_bd_752620443:b37490a3-65db-487f-9cf1-977361d01433,6062
FREEEDENT WHITE FRAISE 10 DRAG,752620443,3,fr_bd_752620443:15e2c7a5-fc79-4c2d-ad49-e53239855b08 | fr_bd_752620443:6e3c277e-a1c5-4a50-b419-d541db37a3a1 | fr_bd_752620443:b37490a3-65db-487f-9cf1-977361d01433,6062
OASIS POMME POIRE 33X24,752620443,3,fr_bd_752620443:16591bcc-5324-4ec0-9087-f64a952a6425 | fr_bd_752620443:6258350e-7d93-4298-b562-3641c90d1727 | fr_bd_752620443:d789a0c1-5d1d-4745-9d87-5410c44ef721,607
SIROP RIOBA KIWI 1L VP,752620443,3,fr_bd_752620443:16edc977-fc04-4a53-86f3-8af9f6c98083 | fr_bd_752620443:83ea666c-3673-45c9-8864-318a18be86f8 | fr_bd_752620443:c88f973f-f345-46f7-8df2-60db6d682df9,6061
SIROP RIOBA FRAISE 1L VP,752620443,3,fr_bd_752620443:16edc977-fc04-4a53-86f3-8af9f6c98083 | fr_bd_752620443:83ea666c-3673-45c9-8864-318a18be86f8 | fr_bd_752620443:c88f973f-f345-46f7-8df2-60db6d682df9,6061
SIROP RIOBA POMME VERT 1L VP,752620443,3,fr_bd_752620443:16edc977-fc04-4a53-86f3-8af9f6c98083 | fr_bd_752620443:83ea666c-3673-45c9-8864-318a18be86f8 | fr_bd_752620443:c88f973f-f345-46f7-8df2-60db6d682df9,6061
EXTREME FRAISE VANILLE X8,752620443,3,fr_bd_752620443:16edc977-fc04-4a53-86f3-8af9f6c98083 | fr_bd_752620443:83ea666c-3673-45c9-8864-318a18be86f8 | fr_bd_752620443:a6d392d4-cd0d-42c6-bed9-9131ef2561c3,6061
EXTREME CAFE X8,752620443,3,fr_bd_752620443:16edc977-fc04-4a53-86f3-8af9f6c98083 | fr_bd_752620443:83ea666c-3673-45c9-8864-318a18be86f8 | fr_bd_752620443:a6d392d4-cd0d-42c6-bed9-9131ef2561c3,6061
8 PAIN CHOCOLAT LC 360G ROCH,752620443,3,fr_bd_752620443:1974eaeb-b501-410c-93b9-fda99ceaa145 | fr_bd_752620443:5c4de93f-40a8-4ba6-9765-55ae3a2f9d49 | fr_bd_752620443:a40f2bc6-a44c-4cdd-961d-a0266a6b0d52,6011
LEVURE 42G*24 FALA MENAGERE,752620443,3,fr_bd_752620443:1a50ecdc-ccb5-417f-a822-ce825aef7884 | fr_bd_752620443:2b80d06b-5894-41c1-8594-af9cc8fd0d3c | fr_bd_752620443:864e7378-5837-4bff-ba44-016ad3717441,6062
POI ROCHA 65/70 4.3K C1 POR PORTUGAL,752620443,3,fr_bd_752620443:1bf30da3-bdec-48c8-b6ba-99fd53a0ce65 | fr_bd_752620443:4cda0ed1-d2e3-4f78-bb61-dc2a9d6c8b3c | fr_bd_752620443:788bf50a-716d-485e-826a-a8e28935de53,6064
FANTA SHOKOTA 1.5LX6,752620443,3,fr_bd_752620443:1d434c52-6bc1-4c1c-810a-8fa19b09601c | fr_bd_752620443:28dafa69-112c-4285-ac72-bca3aedde4f2 | fr_bd_752620443:744d8bcd-f60f-41c7-afcb-6c2915afdadd,607
HAWAI ANANAS 1.5LX6,752620443,3,fr_bd_752620443:1d434c52-6bc1-4c1c-810a-8fa19b09601c | fr_bd_752620443:28dafa69-112c-4285-ac72-bca3aedde4f2 | fr_bd_752620443:744d8bcd-f60f-41c7-afcb-6c2915afdadd,607
TROPICANA 6X1.5,752620443,3,fr_bd_752620443:1d434c52-6bc1-4c1c-810a-8fa19b09601c | fr_bd_752620443:28dafa69-112c-4285-ac72-bca3aedde4f2 | fr_bd_752620443:744d8bcd-f60f-41c7-afcb-6c2915afdadd,607
FUZETEA PECHE PET 125CL,752620443,3,fr_bd_752620443:1eb2bd07-6b41-4a78-b3bc-de8226152f8c | fr_bd_752620443:d82a3589-4b4b-4615-84ac-92c84708367a | fr_bd_752620443:f8d678f8-144a-4142-9329-ef4d3cc680e4,6068
MANGUE PRE.MURIE METRO CHEF PEROU C 1 PEROU,752620443,3,fr_bd_752620443:1fd02ec7-627f-4b76-98c4-74853e6f7f00 | fr_bd_752620443:3dcc2fbc-71cf-4ab3-9c99-d191f7725f40 | fr_bd_752620443:a91e26d2-a18e-4875-b887-5926a8d984b9,6011
MAND TANG GOL MLLE Cal.1/1X C1 ESPESPAGNE,752620443,3,fr_bd_752620443:1fd02ec7-627f-4b76-98c4-74853e6f7f00 | fr_bd_752620443:3dcc2fbc-71cf-4ab3-9c99-d191f7725f40 | fr_bd_752620443:a91e26d2-a18e-4875-b887-5926a8d984b9,6011
MILKA TENDRE LAIT 100GRS X2,752620443,3,fr_bd_752620443:20c2baf2-c0ef-473e-ac23-606cdc523dd0 | fr_bd_752620443:ce8ef93a-ccf8-47c7-957f-cc929a5dc5ce | fr_bd_752620443:ee5659ea-c280-493f-b3eb-be605047a0ab,6061
SUCETTE TACHE LANGUE BICOLORE,752620443,3,fr_bd_752620443:20c2baf2-c0ef-473e-ac23-606cdc523dd0 | fr_bd_752620443:4cda0ed1-d2e3-4f78-bb61-dc2a9d6c8b3c | fr_bd_752620443:788bf50a-716d-485e-826a-a8e28935de53,6061
SUCETTE TACHE LANGUE TUBO 150,752620443,3,fr_bd_752620443:20c2baf2-c0ef-473e-ac23-606cdc523dd0 | fr_bd_752620443:4cda0ed1-d2e3-4f78-bb61-dc2a9d6c8b3c | fr_bd_752620443:788bf50a-716d-485e-826a-a8e28935de53,6061
ASIS TROPICAL 50CL PET,752620443,3,fr_bd_752620443:2700d030-ed11-4578-ad16-104f7c674133 | fr_bd_752620443:888b8ec0-148e-41dc-803c-26b4dc220a6a | fr_bd_752620443:95b988c1-cb90-499d-9999-4eee6fc5251c,6061
CRUNCH LAIT TABLETTE 100Gx5,752620443,3,fr_bd_752620443:2700d030-ed11-4578-ad16-104f7c674133 | fr_bd_752620443:888b8ec0-148e-41dc-803c-26b4dc220a6a | fr_bd_752620443:931088c2-1f18-41c2-adf2-8ccd4560df57,6061
SNICKERS 75G 2P,752620443,3,fr_bd_752620443:2700d030-ed11-4578-ad16-104f7c674133 | fr_bd_752620443:888b8ec0-148e-41dc-803c-26b4dc220a6a | fr_bd_752620443:931088c2-1f18-41c2-adf2-8ccd4560df57,6061
LIME METRO CHEF CAL 1/2 BRESIL C1BRESIL,752620443,3,fr_bd_752620443:2700d030-ed11-4578-ad16-104f7c674133 | fr_bd_752620443:888b8ec0-148e-41dc-803c-26b4dc220a6a | fr_bd_752620443:931088c2-1f18-41c2-adf2-8ccd4560df57,6061
CHOU BLANC 6 PC CAT1 FR FRANCE,752620443,3,fr_bd_752620443:2700d030-ed11-4578-ad16-104f7c674133 | fr_bd_752620443:888b8ec0-148e-41dc-803c-26b4dc220a6a | fr_bd_752620443:931088c2-1f18-41c2-adf2-8ccd4560df57,6061
KINDER BUENO,752620443,3,fr_bd_752620443:28d464d5-bb47-445f-ab78-716e4ad270f4 | fr_bd_752620443:788bf50a-716d-485e-826a-a8e28935de53 | fr_bd_752620443:a11a15d4-75b7-458d-a50b-9fdaf19ba35a,6061
CREME UHT 3*2OCL 12% ELLE&VIRE,752620443,3,fr_bd_752620443:2b80d06b-5894-41c1-8594-af9cc8fd0d3c | fr_bd_752620443:59c2bb72-e812-4b33-a438-3f5076750cc5 | fr_bd_752620443:fc044e3b-c843-4747-8dd3-aaf7783836e8,6063
"PEPSI REGULAR PET 1,5L",752620443,3,fr_bd_752620443:32c4548f-b254-4cbc-855a-66cec40e51ab | fr_bd_752620443:d82a3589-4b4b-4615-84ac-92c84708367a | fr_bd_752620443:f8d678f8-144a-4142-9329-ef4d3cc680e4,6068
PAPIER TOILETTE 9X12,752620443,3,fr_bd_752620443:37b9481b-c4d7-4956-89c1-241c245c6bdd | fr_bd_752620443:593a138d-912c-4fc8-94f1-8fb2ecaeaa5d | fr_bd_752620443:86b8a692-c53e-492f-954f-7ce6fe312909,606100
GARLAN POT AIL FH 150G,752620443,3,fr_bd_752620443:37c900d0-2cea-4975-8635-fe3c91185f4d | fr_bd_752620443:8611a85d-386f-4922-a36d-a2b91400359d | fr_bd_752620443:9a0db535-c288-49b9-b338-a90413c15512,607
RED BULL SEA BLUE BOITE 25CL,752620443,3,fr_bd_752620443:457b603c-edba-4ded-a2c5-bcd5f4974632 | fr_bd_752620443:ce8ef93a-ccf8-47c7-957f-cc929a5dc5ce | fr_bd_752620443:ee5659ea-c280-493f-b3eb-be605047a0ab,6068
20 RLX 57X40X12 THERM SBPA,752620443,3,fr_bd_752620443:47c9f00d-ef0b-4b4d-8ba0-94210f051c44 | fr_bd_752620443:a5111a79-c0fa-4966-aac8-d9b912e62ec6 | fr_bd_752620443:d175287b-1600-4793-93b5-1caacca9a998,6061
CHIPS PLANTAIN DOUX N*1 (20x859),752620443,3,fr_bd_752620443:49af3599-e12b-4374-94a7-4bc505890f54 | fr_bd_752620443:6c110a02-2fd9-47e4-baf2-8d62eee64047 | fr_bd_752620443:bdf36fbe-7f9e-4976-8782-af8f8e351a8f,6061
SUCRE EN POUDRE DIDON (10x1kg),752620443,3,fr_bd_752620443:49af3599-e12b-4374-94a7-4bc505890f54 | fr_bd_752620443:6c110a02-2fd9-47e4-baf2-8d62eee64047 | fr_bd_752620443:bdf36fbe-7f9e-4976-8782-af8f8e351a8f,6061
CONCENTRE DE TOMATE ROLLI 4/4 (12x880g),752620443,3,fr_bd_752620443:49af3599-e12b-4374-94a7-4bc505890f54 | fr_bd_752620443:6c110a02-2fd9-47e4-baf2-8d62eee64047 | fr_bd_752620443:bdf36fbe-7f9e-4976-8782-af8f8e351a8f,6061
BAN 8.5KG PREM ANTILL C1 FRANCE,752620443,3,fr_bd_752620443:4cda0ed1-d2e3-4f78-bb61-dc2a9d6c8b3c | fr_bd_752620443:788bf50a-716d-485e-826a-a8e28935de53 | fr_bd_752620443:e936eadd-8c6b-4078-82be-8b72afdae7eb,6064
POM P.LADY/CR 201/270 FR CAT1 FRANCE,752620443,3,fr_bd_752620443:4cda0ed1-d2e3-4f78-bb61-dc2a9d6c8b3c | fr_bd_752620443:788bf50a-716d-485e-826a-a8e28935de53 | fr_bd_752620443:e936eadd-8c6b-4078-82be-8b72afdae7eb,6064
"Climatiseur monosplit réver 7KW/5,6KW 24K EQUATION",752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
Liaison frigo 1/4-1/2 (15m),752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
Lot de 4 amortisseurs 30x28,752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
Coude 90° 80x60,752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
Goulotte 80x60 (2m),752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
Boite chev a frapper.,752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
Bouteille Azt 110Bar,752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
"Cable 4G2,5 25m",752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
Petite fourniture pour évacuation,752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
Disjoncteur 20A,752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6063
"Main d'œuvre (2 jours d'intervention) Récupération du fluide, Dépose des unités, passage du cable électrique, passage des tuyaux frigorifique et mise en service",752620443,3,fr_bd_752620443:5100c67f-a84a-4008-b3e9-1b9e466261c0 | fr_bd_752620443:d4807a0f-14fd-46e6-843f-2b2d439f8600 | fr_bd_752620443:fb3ef175-2214-435a-837b-50196e50a4b6,6041
FLOUP SIROP GRENADINE (20 Pieces),752620443,3,fr_bd_752620443:5939994b-cb66-4db9-b3ce-a14235e83504 | fr_bd_752620443:7a91aae8-ba16-4ede-a6d7-039596a6ca2c | fr_bd_752620443:bb4368f4-a452-4f11-ab4c-535d9970cc97,6068
FLOUP SIROP MENTHE (20 Piéces),752620443,3,fr_bd_752620443:5939994b-cb66-4db9-b3ce-a14235e83504 | fr_bd_752620443:7a91aae8-ba16-4ede-a6d7-039596a6ca2c | fr_bd_752620443:bb4368f4-a452-4f11-ab4c-535d9970cc97,6068
FLOUP LAIT CHOCOLAT (20 Piéces),752620443,3,fr_bd_752620443:5939994b-cb66-4db9-b3ce-a14235e83504 | fr_bd_752620443:7a91aae8-ba16-4ede-a6d7-039596a6ca2c | fr_bd_752620443:bb4368f4-a452-4f11-ab4c-535d9970cc97,6068
FLOUP LAIT CACAHUETE (20 Piéces),752620443,3,fr_bd_752620443:5939994b-cb66-4db9-b3ce-a14235e83504 | fr_bd_752620443:7a91aae8-ba16-4ede-a6d7-039596a6ca2c | fr_bd_752620443:bb4368f4-a452-4f11-ab4c-535d9970cc97,6068
COCA COLA Import (24x33cl),752620443,3,fr_bd_752620443:5939994b-cb66-4db9-b3ce-a14235e83504 | fr_bd_752620443:7a91aae8-ba16-4ede-a6d7-039596a6ca2c | fr_bd_752620443:bb4368f4-a452-4f11-ab4c-535d9970cc97,6068
FLOUP SODA BANANE(20 Piéces),752620443,3,fr_bd_752620443:5939994b-cb66-4db9-b3ce-a14235e83504 | fr_bd_752620443:7a91aae8-ba16-4ede-a6d7-039596a6ca2c | fr_bd_752620443:bb4368f4-a452-4f11-ab4c-535d9970cc97,6068
FLOUP SIROP PECHE (20 Pieces),752620443,3,fr_bd_752620443:5939994b-cb66-4db9-b3ce-a14235e83504 | fr_bd_752620443:7a91aae8-ba16-4ede-a6d7-039596a6ca2c | fr_bd_752620443:bb4368f4-a452-4f11-ab4c-535d9970cc97,6068
FLOUP SIROP ORANGE BLEU(20 Pieces),752620443,3,fr_bd_752620443:5939994b-cb66-4db9-b3ce-a14235e83504 | fr_bd_752620443:7a91aae8-ba16-4ede-a6d7-039596a6ca2c | fr_bd_752620443:bb4368f4-a452-4f11-ab4c-535d9970cc97,6068
HAWAI 33X24,752620443,3,fr_bd_752620443:59dfeea3-f681-41c7-a4dd-aadda182b6a5 | fr_bd_752620443:dbd65cf4-9846-42c3-9bc4-6885d6fedc5a | fr_bd_752620443:ea08cdb8-185c-4d2d-be42-7969efdaf0e7,607
HAWAI 1.3LX6,752620443,3,fr_bd_752620443:59dfeea3-f681-41c7-a4dd-aadda182b6a5 | fr_bd_752620443:d789a0c1-5d1d-4745-9d87-5410c44ef721 | fr_bd_752620443:ea08cdb8-185c-4d2d-be42-7969efdaf0e7,607
MONSTER ENERGY B0ITE 50CL,752620443,3,fr_bd_752620443:5c4de93f-40a8-4ba6-9765-55ae3a2f9d49 | fr_bd_752620443:a40f2bc6-a44c-4cdd-961d-a0266a6b0d52 | fr_bd_752620443:d4bbe821-4baf-4f00-8fbd-82d425d09f73,6068
COURG FILET 2K 14/21C1ESP ESPAGNE,752620443,3,fr_bd_752620443:5c4de93f-40a8-4ba6-9765-55ae3a2f9d49 | fr_bd_752620443:96d2a012-6b65-4962-b6ae-813ab723d637 | fr_bd_752620443:a40f2bc6-a44c-4cdd-961d-a0266a6b0d52,6011
LAY'S BOLOGNAISE 145G,752620443,3,fr_bd_752620443:684000b0-0a54-48d6-b91f-0f41e658cf50 | fr_bd_752620443:a11a15d4-75b7-458d-a50b-9fdaf19ba35a | fr_bd_752620443:da5e4113-cd8a-41e7-8dfe-b0988a00a217,6061
MALABAR MULTI FRUITS X200,752620443,3,fr_bd_752620443:68519b6b-cf2a-4830-a889-868c5e599b3c | fr_bd_752620443:6e3c277e-a1c5-4a50-b419-d541db37a3a1 | fr_bd_752620443:9ede0509-e225-4a40-ab3a-a60b533645da,6061
TETE BRULEE JUNGLE BAR 1500GR,752620443,3,fr_bd_752620443:68519b6b-cf2a-4830-a889-868c5e599b3c | fr_bd_752620443:6e3c277e-a1c5-4a50-b419-d541db37a3a1 | fr_bd_752620443:9ede0509-e225-4a40-ab3a-a60b533645da,6061
LAIT FERMENTE 1L BK LUXLAIT X,752620443,3,fr_bd_752620443:69508153-d197-429b-b928-5f147a61a23a | fr_bd_752620443:c24e41a6-eec2-49bb-8702-8986f3ca2b9c | fr_bd_752620443:d21cc359-44a4-4c22-b11b-a73a5cc14383,6061
EAU DE SOURCE CRISTALINE (24X50CL)*offre 10 +1 gratu,752620443,3,fr_bd_752620443:6ea4c79f-0d8c-4630-a0c0-7f77e7a7b1fd | fr_bd_752620443:be170165-49de-4a0c-bdb6-d27d85a0ad28 | fr_bd_752620443:e67788b6-2290-4338-97e4-d7b05ca7fc0c,6068
SPRITE FRESH B0ITE SLIM 33CL,752620443,3,fr_bd_752620443:6f3a5a49-be1e-43b1-b8e3-d43f3e88ecf8 | fr_bd_752620443:c24e41a6-eec2-49bb-8702-8986f3ca2b9c | fr_bd_752620443:d4bbe821-4baf-4f00-8fbd-82d425d09f73,6068
NESQUIK 300G,752620443,3,fr_bd_752620443:6f74ab19-9f80-4373-ba9e-d4ef99092b9c | fr_bd_752620443:c24e41a6-eec2-49bb-8702-8986f3ca2b9c | fr_bd_752620443:d21cc359-44a4-4c22-b11b-a73a5cc14383,6061
OASIS ICE TEA MNG/PASS BT33CL,752620443,3,fr_bd_752620443:6fa1bc81-969c-4af3-bd98-322c4e27e1f2 | fr_bd_752620443:d82a3589-4b4b-4615-84ac-92c84708367a | fr_bd_752620443:f8d678f8-144a-4142-9329-ef4d3cc680e4,6068
MALABAR X200,752620443,3,fr_bd_752620443:73d70b74-9384-4690-a300-ebe89663968f | fr_bd_752620443:8dd04260-878f-42bb-a985-1e7e1b8fcd57 | fr_bd_752620443:dbd65cf4-9846-42c3-9bc4-6885d6fedc5a,607
LIPTON PASTEQ/ MENTH PET 50CL,752620443,3,fr_bd_752620443:788bf50a-716d-485e-826a-a8e28935de53 | fr_bd_752620443:ce8ef93a-ccf8-47c7-957f-cc929a5dc5ce | fr_bd_752620443:ee5659ea-c280-493f-b3eb-be605047a0ab,6068
Consommation électricité Base du 09/03/24 au 08/04/24 - 1026 kWh,752620443,3,fr_bd_752620443:79e049e3-a07b-429c-8933-eb66c9e5b806 | fr_bd_752620443:d28f87b1-0f12-44f3-82c1-317204743505 | fr_bd_752620443:e9375192-1e73-4596-b2c7-a95485ad6273,6061
HAWAI TROPICAL ESP (6x1.5L)*offre 10+ 1 gratuit,752620443,3,fr_bd_752620443:7e186abe-04b3-430f-be91-2932241b97aa | fr_bd_752620443:a77d820a-9efe-41dd-9ac3-878ff932b7e9 | fr_bd_752620443:fa692c25-b4f4-4724-b0f3-baccd5ca4f5b,6068
HAWAI FRAISE ESP (6x1.5L)**offre 10+ 1 gratuit,752620443,3,fr_bd_752620443:7e186abe-04b3-430f-be91-2932241b97aa | fr_bd_752620443:a77d820a-9efe-41dd-9ac3-878ff932b7e9 | fr_bd_752620443:fa692c25-b4f4-4724-b0f3-baccd5ca4f5b,6068
VIMTO SODA (6x2L),752620443,3,fr_bd_752620443:8419bd5d-59e8-440e-823d-581f3c75e09e | fr_bd_752620443:eedad6ec-7d43-4080-b203-3af1c62a59ee | fr_bd_752620443:f3d4e844-ec66-4417-b4c2-809f22e22ba6,60710000
VIMTO SODA (24x33cl),752620443,3,fr_bd_752620443:8419bd5d-59e8-440e-823d-581f3c75e09e | fr_bd_752620443:eedad6ec-7d43-4080-b203-3af1c62a59ee | fr_bd_752620443:f3d4e844-ec66-4417-b4c2-809f22e22ba6,60710000
COLABIZZ SAC 2 KG LEO,752620443,3,fr_bd_752620443:8dc15ca3-bb8a-4334-bb63-b2c6aafd52b1 | fr_bd_752620443:c79ee02f-83ef-4efb-8132-43f1cba632da | fr_bd_752620443:d9cb6d7a-ec1b-40fd-99b3-6635485c8e59,607
BUBBLE GUM FOOT BALLS,752620443,3,fr_bd_752620443:8dc15ca3-bb8a-4334-bb63-b2c6aafd52b1 | fr_bd_752620443:c79ee02f-83ef-4efb-8132-43f1cba632da | fr_bd_752620443:d9cb6d7a-ec1b-40fd-99b3-6635485c8e59,607
SAC VRAC PINGOUIN 1 KG,752620443,3,fr_bd_752620443:8dc15ca3-bb8a-4334-bb63-b2c6aafd52b1 | fr_bd_752620443:c79ee02f-83ef-4efb-8132-43f1cba632da | fr_bd_752620443:d9cb6d7a-ec1b-40fd-99b3-6635485c8e59,607
BEST FIZZ SAC 1 KG,752620443,3,fr_bd_752620443:8dc15ca3-bb8a-4334-bb63-b2c6aafd52b1 | fr_bd_752620443:c79ee02f-83ef-4efb-8132-43f1cba632da | fr_bd_752620443:d9cb6d7a-ec1b-40fd-99b3-6635485c8e59,607
BISOUS FRAISE HALAL 2 KGS,752620443,3,fr_bd_752620443:8dc15ca3-bb8a-4334-bb63-b2c6aafd52b1 | fr_bd_752620443:c79ee02f-83ef-4efb-8132-43f1cba632da | fr_bd_752620443:d9cb6d7a-ec1b-40fd-99b3-6635485c8e59,607
LAIT UHT 1/2ECR 1L BT LAITDIC,752620443,3,fr_bd_752620443:8dc15ca3-bb8a-4334-bb63-b2c6aafd52b1 | fr_bd_752620443:c79ee02f-83ef-4efb-8132-43f1cba632da | fr_bd_752620443:d9cb6d7a-ec1b-40fd-99b3-6635485c8e59,607
D.FRUIT POMME 16X10OG ANDROS,752620443,3,fr_bd_752620443:8dc15ca3-bb8a-4334-bb63-b2c6aafd52b1 | fr_bd_752620443:c79ee02f-83ef-4efb-8132-43f1cba632da | fr_bd_752620443:d9cb6d7a-ec1b-40fd-99b3-6635485c8e59,607
MAXI BURGER LC 6X82G ARO,752620443,3,fr_bd_752620443:8dc15ca3-bb8a-4334-bb63-b2c6aafd52b1 | fr_bd_752620443:c79ee02f-83ef-4efb-8132-43f1cba632da | fr_bd_752620443:d9cb6d7a-ec1b-40fd-99b3-6635485c8e59,607
