article_source,sirens,source_invoice_ids_count,source_invoice_ids_sample,compte_comptable
CARTOUCHE DE FILTRE * Facturé selon bareme de temps ** Facturé selon temps passé,824332985,2,fr_bd_824332985:1cf088cd-8ff2-45e3-8381-8b597af6c54b | fr_bd_824332985:84101f56-7dde-438e-af1b-d52eb9999c53,6062
CARTOUCHE DE FILTRE A AIR,824332985,4,fr_bd_824332985:81090a41-8165-4d15-9a52-344fac370798 | fr_bd_824332985:f8930368-2f91-4033-bfc8-d5879b0d7c00 | fr_bd_824332985:89da0a20-1bae-474e-86f1-cfd078cdd5f1 | fr_bd_824332985:b5cd6dd6-89a5-42f2-91d0-7713dcdb2f11,6062
CC : REVISION A7 Maintenance VIDANGE MOTEUR + FILTRE,824332985,2,fr_bd_824332985:81090a41-8165-4d15-9a52-344fac370798 | fr_bd_824332985:f8930368-2f91-4033-bfc8-d5879b0d7c00,6062
COUPE VENT VINTAGE HONDA XXL,839181104,2,fr_bd_839181104:9377102a-e9c8-4a1a-b997-38a59a8425d1 | fr_bd_839181104:d3e3ce85-b91a-4f33-8be9-66f5c89ce81d,6062
COURROIE TRAPEZOIDALE,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6063
CPT USURE GARNITURES FR,824332985,2,fr_bd_824332985:12240561-5f85-4112-b7ac-114fc85a1ba4 | fr_bd_824332985:a4b9af90-be55-4760-9b13-4d41732f77a5,606200
Chaines de télé payantes du 1er au 31 Décembre 2022 - FREEBOX TV,824332985,1,fr_bd_824332985:6ef3b1f8-b70c-45ba-9eec-3986064e2f48,6061
Chauffage du volant,839181104,2,fr_bd_839181104:582b4e87-7a4f-41e1-85d3-507547d1d791 | fr_bd_839181104:e5fbbf1c-7a62-4bf5-a486-8ef279171adb,6063
Chauffage pour lave-glaces,839181104,2,fr_bd_839181104:582b4e87-7a4f-41e1-85d3-507547d1d791 | fr_bd_839181104:e5fbbf1c-7a62-4bf5-a486-8ef279171adb,6063
Chaînes de télé payantes - FREEBOX TV Bouquet Maghreb (10%),824332985,2,fr_bd_824332985:06312d8c-aaaa-4582-ac5e-505c48d8b684 | fr_bd_824332985:43c96396-fd0d-4d70-876c-a9349aa16c22,6061
Chemise Urbaine Whi,824332985,2,fr_bd_824332985:dd7e487c-4a90-4c62-b2ec-3c343ae6ca90 | fr_bd_824332985:eb1503ad-fcca-447e-8e76-73bee75721e2,606100
Cloison sous aile avant gauche remplacer,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
Communications internationales,"831060876,839181104",3,fr_bd_839181104:f4c264b3-6c2e-4bfc-9d7e-f1359621503c | fr_bd_839181104:f73d918b-0d33-4a77-afb4-85db91731644 | fr_bd_831060876:1f098334-10fc-4929-af91-62e8dbf0ecd8,606100
Communications internationales (00:03:00),839181104,2,fr_bd_839181104:4d56e2ab-2a3a-4361-9557-aba1ed150380 | fr_bd_839181104:75464fc0-c6f9-4e56-ac8d-04f58b2b580f,6061
Consommation Semaine HP du 17/11/2024 au 31/01/2025,831060876,1,fr_bd_831060876:e754c8c2-6025-4bbd-a7a6-f21212104a81,6068
Consommation d'électricité - Relevé Réel - Semaine Heures Pleines,831060876,1,fr_bd_831060876:be2c360e-d61c-4b1a-af85-0b4abc7a4696,606100
Contribution Tarifaire d'Acheminement (CTA) du 17/11/2024 au 31/07/2025,831060876,1,fr_bd_831060876:0af50390-8f9f-4c63-bffc-48d8ca3cf547,6068
DEGRIPPANT 300ML,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6063
DISQUE DE FREIN COMPOSITE,"824332985,839181104",6,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335 | fr_bd_824332985:12240561-5f85-4112-b7ac-114fc85a1ba4,6062
DISQUE DE FREIN VENTILE,839181104,4,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
DRUSTINE CHAMPIGNON 6mm,839181104,2,fr_bd_839181104:5ad9fe47-8a27-404b-926d-96c008c0fe69 | fr_bd_839181104:63c4f300-dc0b-4a95-a4df-d21295501ca7,6062
"Demonter, monter 4 roues completes",839181104,2,fr_bd_839181104:4f21d748-62b5-4e21-98fc-3dfa53b23900 | fr_bd_839181104:def27868-2a83-4a65-8752-0f85199cf04c,60620000
"Deposer, poser, remplacer selon besoin la pompe a liquide de refroidissement (Moteur depose)",839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6062
"Deposer, poser, remplacer selon besoin tous les habillages du compartiment moteur et toutes les garnitures sur soubassement",839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6062
"Deposer, poser, remplacer selon constat 4 garnitures de frein de l'essieu arriere (Roues completes demontees)","824332985,839181104",3,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4 | fr_bd_824332985:ba9ad8e8-9481-4102-a517-de5d6ea216f6,6062
Direction assistee remplacer,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
Disney+ Premium (du 28/09 au 27/10),831060876,2,fr_bd_831060876:518d93a8-d81b-49b7-8e64-3700c8062f49 | fr_bd_831060876:e87d3548-9ed4-4602-880d-6e36c3dd5e54,6064
ECROU DOUZE PANS A BRIDE,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
ELEMENT DE FILTRE D'HUILE,839181104,2,fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee,606200
ELEMENT PORTEUR,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6063
ESOE60ES B : remplacer le liquide de frein,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6062
ETEC 10W30,839181104,2,fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee,606200
Economie B.iG,831060876,3,fr_bd_831060876:4d8bdce6-5c23-44e3-a8e0-bc945cea0d6f | fr_bd_831060876:a268321b-5310-463f-b292-54edd132f683 | fr_bd_831060876:2807c5f3-c318-4564-ae90-9de1a53ccb94,6061
Effectuer la dépose de roue pour la roue complete,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
Effectuer la maintenance B avec pack plus,839181104,4,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4 | fr_bd_839181104:5ad9fe47-8a27-404b-926d-96c008c0fe69 | fr_bd_839181104:63c4f300-dc0b-4a95-a4df-d21295501ca7,6062
Entretien/réparation véhicule Mercedes-Benz Classe E 220 d Avant (FF-354-EV) - Main d'oeuvre,824332985,1,fr_bd_824332985:9e166d76-0b9a-4d71-9e17-9cfa706959cf,606200
"FACOM 006025 Décalaminage Moteur Intégral Diesel, décrassant moteur-CURATIF-1 L",824332985,2,fr_bd_824332985:cbdb915f-08d2-4831-ad3e-0987e22874a4 | fr_bd_824332985:da0d7776-9b88-48dc-a5b7-34ea5f5d6c99,6068
FILTRE A HUILE,839181104,4,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4 | fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee,6063
FILTRE A POUSSIERES,"824332985,839181104",4,fr_bd_839181104:5ad9fe47-8a27-404b-926d-96c008c0fe69 | fr_bd_839181104:63c4f300-dc0b-4a95-a4df-d21295501ca7 | fr_bd_824332985:81090a41-8165-4d15-9a52-344fac370798 | fr_bd_824332985:f8930368-2f91-4033-bfc8-d5879b0d7c00,6062
FILTRE POUSSIERE,"824332985,839181104",4,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4 | fr_bd_824332985:ab813727-dd49-4799-bc5c-529683c0e6ad | fr_bd_824332985:ba9ad8e8-9481-4102-a517-de5d6ea216f6,6063
FILTRE POUSSIERE FIN,"824332985,839181104",4,fr_bd_839181104:5ad9fe47-8a27-404b-926d-96c008c0fe69 | fr_bd_839181104:63c4f300-dc0b-4a95-a4df-d21295501ca7 | fr_bd_824332985:197c5231-d241-415e-a96c-b058a5661bf0 | fr_bd_824332985:edc2d1b0-8181-4c10-b2fa-555103bc0347,6062
FLEURS VARIEES,839181104,2,fr_bd_839181104:01328066-20c9-4517-ae6d-d1945992d110 | fr_bd_839181104:55f562e8-0fd7-44a7-b671-58ed29c4922f,606200
FORFAIT1 000 KM -ADV750N -2022,839181104,2,fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee,606200
"Filtre à air, remplacer",824332985,2,fr_bd_824332985:89da0a20-1bae-474e-86f1-cfd078cdd5f1 | fr_bd_824332985:b5cd6dd6-89a5-42f2-91d0-7713dcdb2f11,606200
"Filtre à carburant, remplacer",824332985,2,fr_bd_824332985:89da0a20-1bae-474e-86f1-cfd078cdd5f1 | fr_bd_824332985:b5cd6dd6-89a5-42f2-91d0-7713dcdb2f11,606200
Forfait 150Go 5G avantages smartphone,831060876,2,fr_bd_831060876:2807c5f3-c318-4564-ae90-9de1a53ccb94 | fr_bd_831060876:edae4333-76e0-4d1e-be26-6efd48912b94,6062
Forfait 200 Go 5G Avantages Smartphone,831060876,3,fr_bd_831060876:6f54e694-88c4-43e7-b74b-4e1610ef4ebf | fr_bd_831060876:bdb67c38-0f71-48ab-84fb-eb9fe8033010 | fr_bd_831060876:4ff517a9-eceb-4741-9520-df02407e629b,6061
Forfait 250Go 5G avantages smartphone,831060876,4,fr_bd_831060876:242d8f63-4633-4e45-92dd-563427e28363 | fr_bd_831060876:4d8bdce6-5c23-44e3-a8e0-bc945cea0d6f | fr_bd_831060876:1f098334-10fc-4929-af91-62e8dbf0ecd8 | fr_bd_831060876:56fd18db-1f17-43eb-a468-75f900e039e8,6061
Forfait Sensation 150Go 5G Avantages Smartphone,839181104,5,fr_bd_839181104:2f5d712f-ecb0-434e-8be0-579fccf2aaec | fr_bd_839181104:87ec9269-535a-478c-a6d8-41f1580c64eb | fr_bd_839181104:53cfa155-b9cb-472b-9c12-eac1be90df69 | fr_bd_839181104:cd0c2668-6227-4fe1-819e-efd9f7b551ff | fr_bd_839181104:b153e066-cd15-43c1-9ea9-9092f27ddd98,606100
Forfait Spécial client 20Go 5G Av. smartphone,831060876,4,fr_bd_831060876:3c182467-a35e-4096-b106-2d2913202b5e | fr_bd_831060876:83cdeab9-68a3-4dba-9781-90b6a6821b35 | fr_bd_831060876:37363c4a-f85f-4496-9c50-224c522ec513 | fr_bd_831060876:586e8001-6d2b-476b-971b-b0e80ecc66e8,6062
Frais de Gestion,824332985,2,fr_bd_824332985:781cef06-d6e5-4d1f-a9d7-7e44cd7a165d | fr_bd_824332985:a4af1a26-ef14-43dc-b7c4-2d3f31d2517c,6068
GRAISSE SYNTHETIQUE,824332985,2,fr_bd_824332985:89da0a20-1bae-474e-86f1-cfd078cdd5f1 | fr_bd_824332985:b5cd6dd6-89a5-42f2-91d0-7713dcdb2f11,606200
GRAISSE TOIT ET SIEGE(PDP),839181104,4,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
GRANINI MULTI25CL,839181104,2,fr_bd_839181104:0e676573-0d05-4f16-8abd-e95cf22590b7 | fr_bd_839181104:d4e493de-7e67-44a5-98f8-02531a8cc427,60610000
Graissage(s): chaine de transmission,839181104,2,fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee,606200
H.MOT 229.5 1L 0W40,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6063
HUILE BVA 725 1L (PDP),839181104,4,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
Internet depuis la France métropolitaine,839181104,4,fr_bd_839181104:27f5015e-ac48-4f27-af1a-add533f7efc8 | fr_bd_839181104:f7a9a333-add3-4e21-bbd8-51cb1152870a | fr_bd_839181104:fa2ac37c-52ef-4e03-8290-ceaf7f27c688 | fr_bd_839181104:fd81d4f8-f46c-4531-82c5-a9a52967fcb4,606100
J.PC.CARTOUCH.FILTR.HUILE,824332985,2,fr_bd_824332985:89da0a20-1bae-474e-86f1-cfd078cdd5f1 | fr_bd_824332985:b5cd6dd6-89a5-42f2-91d0-7713dcdb2f11,606200
JEU DE CART. FILTR. CARB,824332985,2,fr_bd_824332985:89da0a20-1bae-474e-86f1-cfd078cdd5f1 | fr_bd_824332985:b5cd6dd6-89a5-42f2-91d0-7713dcdb2f11,606200
JEU PCES GARNITURE FREIN,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6063
"JOINT TORIQUE, 39.8X2.2",839181104,2,fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee,606200
LIQUIDE DE FREIN,824332985,4,fr_bd_824332985:197c5231-d241-415e-a96c-b058a5661bf0 | fr_bd_824332985:edc2d1b0-8181-4c10-b2fa-555103bc0347 | fr_bd_824332985:ab813727-dd49-4799-bc5c-529683c0e6ad | fr_bd_824332985:ba9ad8e8-9481-4102-a517-de5d6ea216f6,60620000
LITRE MOBIL SUPER 3000 XE,824332985,4,fr_bd_824332985:81090a41-8165-4d15-9a52-344fac370798 | fr_bd_824332985:f8930368-2f91-4033-bfc8-d5879b0d7c00 | fr_bd_824332985:197c5231-d241-415e-a96c-b058a5661bf0 | fr_bd_824332985:edc2d1b0-8181-4c10-b2fa-555103bc0347,6062
LUBRIFIANT TOIT OUVRA NT(PDP),839181104,3,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
LUN RON F10 NOIR ENDU DORE FUME,839181104,2,fr_bd_839181104:52baeedf-165a-4997-aca8-79f51316d6bf | fr_bd_839181104:93f2d118-d998-45c9-bcd7-797c008c01d4,6068
LW CAMEMBERT BITES 1KG,839181104,2,fr_bd_839181104:aa657635-264e-4a4e-98c3-860690759f83 | fr_bd_839181104:c4de30e8-881e-487c-b656-4d3cf7a05e8e,6068
LW CHILLI CHEESE NUGGETS 1Kg,839181104,2,fr_bd_839181104:aa657635-264e-4a4e-98c3-860690759f83 | fr_bd_839181104:c4de30e8-881e-487c-b656-4d3cf7a05e8e,6068
Lavage express,839181104,2,fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee,606200
Lunettes tropéziennes CHRISTIAN ACETATE ORNEMENT LYS PLAQUE,839181104,2,fr_bd_839181104:80f8dc73-6530-4610-a02b-2a0d42c9fcbf | fr_bd_839181104:b6db0983-df74-4a00-a76d-a38757b55ac6,606800
Lunettes tropéziennes SARAH CUIR,839181104,2,fr_bd_839181104:80f8dc73-6530-4610-a02b-2a0d42c9fcbf | fr_bd_839181104:b6db0983-df74-4a00-a76d-a38757b55ac6,606800
MAIN D'OEUVRE,"824332985,831060876,839181104",5,fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee | fr_bd_831060876:35a45ee1-867a-4fe8-bbcd-5af400b08c63 | fr_bd_824332985:9fe2554d-510a-4857-bb0e-e555fb0ec1c6 | fr_bd_824332985:d454619e-985f-4e22-8034-9317a25a4466,606200
MASSE A COLLER-12 X 5G-NOIR,839181104,2,fr_bd_839181104:5ad9fe47-8a27-404b-926d-96c008c0fe69 | fr_bd_839181104:63c4f300-dc0b-4a95-a4df-d21295501ca7,6062
MOBIL S3000 5W30 VRAC,824332985,2,fr_bd_824332985:89da0a20-1bae-474e-86f1-cfd078cdd5f1 | fr_bd_824332985:b5cd6dd6-89a5-42f2-91d0-7713dcdb2f11,606200
Maintenance A avec pack plus,824332985,2,fr_bd_824332985:89da0a20-1bae-474e-86f1-cfd078cdd5f1 | fr_bd_824332985:b5cd6dd6-89a5-42f2-91d0-7713dcdb2f11,606200
Memoire des defauts en raison du montage effacer le contenu,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6062
Multi-TV FTTH (du 02/07 au 01/08),839181104,2,fr_bd_839181104:32e84dca-6069-4d4c-bb48-d6de0124f5b5 | fr_bd_839181104:ff4ef5c4-08ca-4e77-9395-b37e8ac485af,606
Numéros spéciaux,"824332985,839181104",3,fr_bd_839181104:3d8ca7e2-1a14-47b7-b6f4-6e867cf3ccc3 | fr_bd_839181104:697bf18c-6c43-4666-b73f-5fc593483bcf | fr_bd_824332985:aad5c343-1941-4519-bf05-63a55a974c01,6061
OPPO Find X3 Pro 5G 256Go Noir,824332985,2,fr_bd_824332985:197c3688-58e4-4d91-8864-8fb74829dd95 | fr_bd_824332985:f165b98d-6ef8-45c6-8694-d8db6059354d,606800
PAYPAL *ITUNESAPPST AP,839181104,1,fr_bd_839181104:2c8d626c-8758-4ad6-84fe-d56952bab7c8,606100
PRODUITS DUOS MAR,824332985,2,fr_bd_824332985:dd7e487c-4a90-4c62-b2ec-3c343ae6ca90 | fr_bd_824332985:eb1503ad-fcca-447e-8e76-73bee75721e2,606800
Paliers (tous) pour suspension du moteur remplacer (Moteur depose),839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6062
Pampryl Ananas 25CL,839181104,2,fr_bd_839181104:1bd6ad75-def2-4dfc-96d9-43e1572c7a8f | fr_bd_839181104:33990677-666b-428f-a1f6-96a6d00414e6,6068
Participation au retraitement ECO des déchets,839181104,2,fr_bd_839181104:87f4cf8e-677e-4507-ad7d-61c7f2da0367 | fr_bd_839181104:c0371fe7-cfc4-4a5a-9216-2790df432ff4,606200
Participation au retraitement des déchets,839181104,4,fr_bd_839181104:4f21d748-62b5-4e21-98fc-3dfa53b23900 | fr_bd_839181104:def27868-2a83-4a65-8752-0f85199cf04c | fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,60620000
Peindre l'aile avant gauche niveau 1-M MET/UNI (peinture deux couches),839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
Polish,839181104,2,fr_bd_839181104:9d066b06-45a2-4e30-82fe-108ccdc4d229 | fr_bd_839181104:da068424-20d5-4fc2-a5de-454d875f45c3,606200
Programmer et coder le calculateur (Apres test rapide),839181104,5,fr_bd_839181104:231e61cc-2a4b-48fa-ab40-b84fa9d78cc6 | fr_bd_839181104:3524efe6-e397-4f33-869b-3d6795fc8137 | fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,60620000
Projection logo de la marque,839181104,2,fr_bd_839181104:582b4e87-7a4f-41e1-85d3-507547d1d791 | fr_bd_839181104:e5fbbf1c-7a62-4bf5-a486-8ef279171adb,6063
RAIL DE RECOUVREMENT,839181104,2,fr_bd_839181104:c78279c1-937c-4e75-aac2-b73fceaab4be | fr_bd_839181104:e1704d1f-bb69-45ad-8363-e9dd9463340b,606200
REPARPNEU,839181104,2,fr_bd_839181104:5ad9fe47-8a27-404b-926d-96c008c0fe69 | fr_bd_839181104:63c4f300-dc0b-4a95-a4df-d21295501ca7,6062
RESSORT,839181104,2,fr_bd_839181104:4280f625-680b-4620-bc39-100e3d0a46ad | fr_bd_839181104:6b1a83b3-7662-413a-a55f-592b9cef8c6f,606200
RONDELLE A FACES PLANES,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
RONDELLE DE BOUCHON DE,839181104,2,fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee,606200
Rail plus long pour les sieges arriere,839181104,2,fr_bd_839181104:582b4e87-7a4f-41e1-85d3-507547d1d791 | fr_bd_839181104:e5fbbf1c-7a62-4bf5-a486-8ef279171adb,6063
Regler le projecteur a LED,839181104,2,fr_bd_839181104:231e61cc-2a4b-48fa-ab40-b84fa9d78cc6 | fr_bd_839181104:3524efe6-e397-4f33-869b-3d6795fc8137,60620000
Remise offre couplage (TVA 20%),824332985,1,fr_bd_824332985:6ef3b1f8-b70c-45ba-9eec-3986064e2f48,6061
"Remplacement(s): huile moteur, filtre a huile moteur, filtre ä huile d'embrayage",839181104,2,fr_bd_839181104:78a1fca5-03d7-4971-bdcc-fa28b3beae04 | fr_bd_839181104:f3f943e3-18e5-4d9f-a5da-eeb7d8187eee,606200
Remplacer l'aile avant gauche,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
Remplacer la batterie du reseau de bord (Apres controle),824332985,2,fr_bd_824332985:4c12864c-0bd8-4e9c-88b5-2ecf6a9c45f5 | fr_bd_824332985:b7b65aec-d44e-482c-99b4-91d1b8b3c3da,6068
Remplacer la jambe de suspension gauche de l'essieu avant sur veh. a suspension electrohydrauligue,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
Remplacer la pile de la clé-émetteur [022] PILE 2032,839181104,2,fr_bd_839181104:4f21d748-62b5-4e21-98fc-3dfa53b23900 | fr_bd_839181104:def27868-2a83-4a65-8752-0f85199cf04c,60620000
Remplacer le bloc optique avant gauche,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
"Remplacer le liquide de refroidissement avec antigel, controler l'etancheite",839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6062
Remplacer le tirant gauche de l'essieu avant,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
Revetement du bouclier avant appliquer peinture finition et marier teintes par pistolage,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
Rénovation 3 jantes de Mercedes classe S en 21 pouces bi-couleur,839181104,2,fr_bd_839181104:0e5a96de-5852-4089-ba9a-b5ea3f70bdd3 | fr_bd_839181104:519ddb79-0c08-4f01-a332-4ed45b472c7b,6068
Rénovation 4 jantes de 21 pouces bi-couleur/ Mercedes classe S,839181104,2,fr_bd_839181104:449c91e1-85f8-4406-932b-a62b2e939415 | fr_bd_839181104:8acfa632-683e-44d7-8e13-a1ffdfd2d12b,6068
Rénovation 4 jantes de Mercedes classe E en 20 pouces bi-couleur + Dévoilages,839181104,2,fr_bd_839181104:0e5a96de-5852-4089-ba9a-b5ea3f70bdd3 | fr_bd_839181104:519ddb79-0c08-4f01-a332-4ed45b472c7b,6068
SENSOR,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6063
SET BATTERIE 5AH ET CHARGEUR STERWINS,839181104,4,fr_bd_839181104:66fdfc5b-1601-4bc2-8962-34239e1b4d64 | fr_bd_839181104:b5cb6fc7-2bda-4931-9186-cdd0a832a737 | fr_bd_839181104:595a6532-e288-4ed0-adfb-e1cdced0f0b8 | fr_bd_839181104:d4fdc93d-4bc1-481e-b05d-bb707759c29b,606200
SILENTBLOC,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6063
SLIM SELECTO 12X33CL,839181104,2,fr_bd_839181104:9c8b710f-8db4-4360-8940-09614a5afe5a | fr_bd_839181104:ebb1d3a9-ee99-4d4f-be7c-71ab6bf50d5a,6068
