article_source,normalized_label,invoice_count,line_occurrences,sample_account,already_in_base,partitions
Remplacer l'aile avant gauche,remplacer l aile avant gauche,2,2,60620000,False,fr_bd_839181104
Remplacer la jambe de suspension gauche de l'essieu avant sur veh. a suspension electrohydrauligue,remplacer la jambe de suspension gauche de l essieu avant sur veh a suspension electrohydrauligue,2,2,60620000,False,fr_bd_839181104
Remplacer le bloc optique avant gauche,remplacer le bloc optique avant gauche,2,2,60620000,False,fr_bd_839181104
Remplacer le tirant gauche de l'essieu avant,remplacer le tirant gauche de l essieu avant,2,2,60620000,False,fr_bd_839181104
Remplacer les garnitures de frein et les disques de frein de l'essieu arriere (roues complètes démontées),remplacer les garnitures de frein et les disques de frein de l essieu arriere roues completes demontees,2,2,606200,False,fr_bd_839181104
Remplacer les garnitures de frein et les disques de frein de l'essieu avant (roues complètes démontées) sur véh. avec étrier fixe,remplacer les garnitures de frein et les disques de frein de l essieu avant roues completes demontees sur veh avec etrier fixe,2,2,606200,False,fr_bd_839181104
Revetement du bouclier avant appliquer peinture finition et marier teintes par pistolage,revetement du bouclier avant appliquer peinture finition et marier teintes par pistolage,2,2,60620000,False,fr_bd_839181104
SAC CABAS JUTE BLUE,sac cabas jute blue,2,2,60630000,False,fr_bd_839181104
SAC CAISSE HMARKET,sac caisse hmarket,2,2,606100,False,fr_bd_888020088
SAC NOIR BRETELLES.,sac noir bretelles,2,2,6068,False,fr_bd_839181104
SACHET SULTAN NUGGETS,sachet sultan nuggets,2,2,6061,False,fr_bd_839181104
SALADE,salade,2,2,606100,False,fr_bd_839181104
SALADE ICEBERG,salade iceberg,2,2,606100,False,fr_bd_888020088
SLIM HAMOUD BLANCHE 12X33CL,slim hamoud blanche 12x33cl,2,2,6068,False,fr_bd_839181104
SMS/MMS vers l'international (6 unités),sms mms vers l international 6 unites,2,2,6062,False,fr_bd_831060876
STEAK HACHE HALAL,steak hache halal,2,2,606100,False,fr_bd_839181104
Sac Papier,sac papier,2,2,606300,False,fr_bd_839181104
Scampi Salnone + Linguine + Sans épinard + Sans persil + Extra pain ciabatta gra,scampi salnone linguine sans epinard sans persil extra pain ciabatta gra,2,2,6068,False,fr_bd_839181104
Sce Fr tes,sce fr tes,2,2,606100,False,fr_bd_839181104
Sundae Chocolat,sundae chocolat,2,2,606100,False,fr_bd_839181104
Supreme-- ao,supreme ao,2,2,60620000,False,fr_bd_888020088
Supreme.Go,supreme go,2,2,6068,False,fr_bd_888020088
TENDERS X10,tenders x10,2,2,606100,False,fr_bd_839181104
TOMATE GRAPPE,tomate grappe,2,2,60610000,False,fr_bd_839181104
TOMATES GRAPPES,tomates grappes,2,2,606100,False,fr_bd_888020088
TUBE DE GUIDAGE,tube de guidage,2,2,606200,False,fr_bd_839181104
TUBE DE TROP-PLEIN,tube de trop plein,2,2,606200,False,fr_bd_839181104
TUBE ENTRETOISE,tube entretoise,2,2,60620000,False,fr_bd_839181104
Tabletterie,tabletterie,2,2,6063,False,fr_bd_839181104
Tarte citron - Individuelle,tarte citron individuelle,2,2,606100,False,fr_bd_839181104
Transaction carte,transaction carte,2,2,606100,False,fr_bd_839181104
Traverse avant remplacer (pare-chocs déposé),traverse avant remplacer pare chocs depose,2,2,60620000,False,fr_bd_839181104
Type de pate Penne,type de pate penne,2,2,6068,False,fr_bd_839181104
ULKER MAYONNAISE 381,ulker mayonnaise 381,2,2,606200,False,fr_bd_888020088
ULTIM.BRILLANCE MEGUIARS 709ML (PROMO),ultim brillance meguiars 709ml promo,2,2,6063,False,fr_bd_839181104
VIS A SIX LOBES EXTERNES,vis a six lobes externes,2,2,606200,False,fr_bd_839181104
VIS DISQUE,vis disque,2,2,606200,False,fr_bd_839181104
VIS TETE HEXAGONALE COMB.,vis tete hexagonale comb,2,2,60620000,False,fr_bd_839181104
Vos autres services et produits,vos autres services et produits,2,2,606100,False,fr_bd_831060876 | fr_bd_839181104
Vos communications (du 09/03 au 08/04),vos communications du 09 03 au 08 04,2,2,606100,False,fr_bd_831060876 | fr_bd_839181104
Vos services de tiers,vos services de tiers,2,2,606100,False,fr_bd_831060876 | fr_bd_839181104
XL Mega Giant,xl mega giant,2,2,6068,False,fr_bd_839181104
nestle pure life eau de source 500ml,nestle pure life eau de source 500ml,2,2,6068,False,fr_bd_839181104
régularisation offre Bbox (du 02/05 au 01/06),regularisation offre bbox du 02 05 au 01 06,2,2,6061,False,fr_bd_839181104
T-SHIRT BEBE,t shirt bebe,1,5,60710000,False,fr_bd_839181104
BERMUDA BEBE,bermuda bebe,1,4,60710000,False,fr_bd_839181104
GALET DE RENVOI,galet de renvoi,1,4,606200,False,fr_bd_839181104
FACTURE DUPLI105X135,facture dupli105x135,1,3,606200,False,fr_bd_888020088
Jeux instantanés,jeux instantanes,1,3,6068,False,fr_bd_839181104
MORTADELICES AUX OLI,mortadelices aux oli,1,3,6068,False,fr_bd_839181104
NESTLE YT GREC LIT.,nestle yt grec lit,1,3,606100,False,fr_bd_839181104
*AUCHAN PATE SAL TH.,auchan pate sal th,1,2,606100,False,fr_bd_839181104
*DAUNAT BE WRAP THO..,daunat be wrap tho,1,2,606100,False,fr_bd_839181104
1mr drap-housse 90x200cm percale div.clr Erreur d'achat,1mr drap housse 90x200cm percale div clr erreur d achat,1,2,606200,False,fr_bd_839181104
6X1L EAU MONT ROUC,6x1l eau mont rouc,1,2,6068,False,fr_bd_888020088
ANTIGASPI PAINS AU..,antigaspi pains au,1,2,6068,False,fr_bd_839181104
B-BARBECUE,b barbecue,1,2,60610000,False,fr_bd_839181104
BOULANGERIE TX REDUIT,boulangerie tx reduit,1,2,6068,False,fr_bd_839181104
CH07 CREW ITS NOIR 39+,ch07 crew its noir 39,1,2,607,False,fr_bd_839181104
CHO7 CREW ITS NOIR 39+,cho7 crew its noir 39,1,2,607,False,fr_bd_839181104
EN CAS DE CAPRICE,en cas de caprice,1,2,606100,False,fr_bd_839181104
EPICERIE TX REDUIT,epicerie tx reduit,1,2,6068,False,fr_bd_839181104
ESCARGOLO X10,escargolo x10,1,2,6068,False,fr_bd_839181104
FACTURE DUPLI 105X135,facture dupli 105x135,1,2,606200,False,fr_bd_888020088
FEUILLES DE BRICK,feuilles de brick,1,2,6068,False,fr_bd_839181104
FOND AVANT,fond avant,1,2,60620000,False,fr_bd_839181104
Frite MaxiBest0f,frite maxibest0f,1,2,606100,False,fr_bd_839181104
GU CHEESECAKE SPEC.,gu cheesecake spec,1,2,606100,False,fr_bd_839181104
HUILE MOT 229-52 v rac 5W30,huile mot 229 52 v rac 5w30,1,2,606200,False,fr_bd_839181104
LATTE CAPPUCCINO,latte cappuccino,1,2,6068,False,fr_bd_839181104
MANTEAU,manteau,1,2,607,False,fr_bd_839181104
Menu Steak poulet enfant,menu steak poulet enfant,1,2,606100,False,fr_bd_888020088
NAPOLITAIN L' ORIGIN,napolitain l origin,1,2,6068,False,fr_bd_839181104
NOUILLES PDULET,nouilles pdulet,1,2,60610000,False,fr_bd_839181104
POMPE A EAU,pompe a eau,1,2,606200,False,fr_bd_839181104
Push Up Haribo 85M1,push up haribo 85m1,1,2,6068,False,fr_bd_839181104
RAISIN BQT,raisin bqt,1,2,6068,False,fr_bd_839181104
SAC BANDOULIE,sac bandoulie,1,2,60610000,False,fr_bd_839181104
SMASH DOUBLE MENU,smash double menu,1,2,60610000,False,fr_bd_839181104
SUPP B-ALGERIENNE,supp b algerienne,1,2,60610000,False,fr_bd_839181104
SUPP B-BARBECUE,supp b barbecue,1,2,60610000,False,fr_bd_839181104
Shopping bag,shopping bag,1,2,607,False,fr_bd_839181104
TARTELET.AMAND.300G,tartelet amand 300g,1,2,6068,False,fr_bd_839181104
ZACOMPTE,zacompte,1,2,60620000,False,fr_bd_839181104
(FDJ) CASH,fdj cash,1,1,606300,False,fr_bd_839181104
(FR) Thon Menu,fr thon menu,1,1,606100,False,fr_bd_839181104
(FR) Thon Menu -SUB30 Thor -Soda Boute11 50,fr thon menu sub30 thor soda boute11 50,1,1,606,False,fr_bd_839181104
(FR) Thon Menu suB30 Thon,fr thon menu sub30 thon,1,1,606,False,fr_bd_839181104
*AUCHAN 2 MINI VIEN.,auchan 2 mini vien,1,1,606100,False,fr_bd_839181104
"*CACOLAC COOKIE,PKX,4X2OCL",cacolac cookie pkx 4x2ocl,1,1,606100,False,fr_bd_839181104
*COCA COLA 33CL SLEEK,coca cola 33cl sleek,1,1,606100,False,fr_bd_839181104
*DAUNAT SDW XXL THO.,daunat sdw xxl tho,1,1,606100,False,fr_bd_839181104
*KER CADELAC SAC 24.,ker cadelac sac 24,1,1,606100,False,fr_bd_839181104
*SODEBO SDW MAXI TH..,sodebo sdw maxi th,1,1,606100,False,fr_bd_839181104
*SODEBO SUEDOIS THO..,sodebo suedois tho,1,1,606100,False,fr_bd_839181104
0EUFSPAR 30,0eufspar 30,1,1,6068,False,fr_bd_888020088
1 Cup Barbecue,1 cup barbecue,1,1,606100,False,fr_bd_839181104
1 Cup Giant,1 cup giant,1,1,606100,False,fr_bd_839181104
1 GR LATTE 1 No Syrup 12%Milk,1 gr latte 1 no syrup 12 milk,1,1,606100,False,fr_bd_839181104
1 Giant,1 giant,1,1,606,False,fr_bd_839181104
1 Junior Giant,1 junior giant,1,1,606100,False,fr_bd_839181104
1 Légumes Kg,1 legumes kg,1,1,6068,False,fr_bd_888020088
1 PONCHO PARIS8TT,1 poncho paris8tt,1,1,60610000,False,fr_bd_839181104
1 TENDERS X5 ORIGINAL,1 tenders x5 original,1,1,606100,False,fr_bd_839181104
1 TIRAMISU KINDER BUENO,1 tiramisu kinder bueno,1,1,606100,False,fr_bd_839181104
1 XL Long Fish,1 xl long fish,1,1,606100,False,fr_bd_839181104
1 XL Mega Giant,1 xl mega giant,1,1,606100,False,fr_bd_839181104
1 XL Mega Giant 1 Mega Giant 1 Grande Frite 1 50cl Coca Cherry,1 xl mega giant 1 mega giant 1 grande frite 1 50cl coca cherry,1,1,606,False,fr_bd_839181104
1 x7 Chicken Dips,1 x7 chicken dips,1,1,606100,False,fr_bd_839181104
1 x7 Chicken Dips 1 Cup Barbecue,1 x7 chicken dips 1 cup barbecue,1,1,606,False,fr_bd_839181104
1 x7 Chicken Dips 1 Cup Giant,1 x7 chicken dips 1 cup giant,1,1,606,False,fr_bd_839181104
1/6 RILL THON TOMA,1 6 rill thon toma,1,1,606100,False,fr_bd_839181104
1/6 RILLETTE DE TH,1 6 rillette de th,1,1,606100,False,fr_bd_839181104
10 GATEAUX PEPIT.CHOCO REP.300G,10 gateaux pepit choco rep 300g,1,1,606100,False,fr_bd_839181104
100G COKTAIL MPX,100g coktail mpx,1,1,60610000,False,fr_bd_839181104
100ML DEO CLE REXO,100ml deo cle rexo,1,1,60630000,False,fr_bd_839181104
100ML EDT ROYAL RE,100ml edt royal re,1,1,60630000,False,fr_bd_839181104
105G CROKNG0 CRF,105g crokng0 crf,1,1,606100,False,fr_bd_839181104
"10DELIUP FRAISE,DELISSE,93CL",10deliup fraise delisse 93cl,1,1,60610000,False,fr_bd_839181104
10W30 ETEC 10W30,10w30 etec 10w30,1,1,6063,False,fr_bd_839181104
10X100G FRAISE ED,10x100g fraise ed,1,1,606100,False,fr_bd_839181104
10X100G MUTLI ED.L,10x100g mutli ed l,1,1,606100,False,fr_bd_839181104
10X30G MINI GATX P,10x30g mini gatx p,1,1,606100,False,fr_bd_839181104
1106 PAIN AUX RAIS,1106 pain aux rais,1,1,60610000,False,fr_bd_839181104
110G GRANOLA MINI,110g granola mini,1,1,606100,False,fr_bd_839181104
110G MINI GAUF CHO,110g mini gauf cho,1,1,606100,False,fr_bd_839181104
11OG CREATION ROCH,11og creation roch,1,1,606100,False,fr_bd_839181104
120EUF PLEIN AIR,120euf plein air,1,1,606100,False,fr_bd_839181104
120G BARQUETTE AU,120g barquette au,1,1,606100,False,fr_bd_839181104
120G DRAGIBUS HARI,120g dragibus hari,1,1,6068,False,fr_bd_839181104
120G SABLE RETZ,120g sable retz,1,1,606100,False,fr_bd_839181104
125G BATONNETS CHO,125g batonnets cho,1,1,606100,False,fr_bd_839181104
125X4VAN CAR DANE,125x4van car dane,1,1,606100,False,fr_bd_839181104
125X8 F ROUG VELOU,125x8 f roug velou,1,1,606100,False,fr_bd_839181104
127G TARTEL.ET CAR,127g tartel et car,1,1,606100,False,fr_bd_839181104
128G BOUIL.KUB OR CIE,128g bouil kub or cie,1,1,606100,False,fr_bd_839181104
128G GAUFFRE FOUR,128g gauffre four,1,1,606100,False,fr_bd_839181104
12P 240G FRG BLC F,12p 240g frg blc f,1,1,606100,False,fr_bd_839181104
12X100G FLANBY VAN,12x100g flanby van,1,1,606100,False,fr_bd_839181104
12X33CL 0ASIS TROPIC,12x33cl 0asis tropic,1,1,6068,False,fr_bd_839181104
12X50CL CRISTALINE,12x50cl cristaline,1,1,606100,False,fr_bd_839181104
12X85G WHISKAS FES,12x85g whiskas fes,1,1,60610000,False,fr_bd_839181104
12X90G GRD POM SSA,12x90g grd pom ssa,1,1,606100,False,fr_bd_839181104
13 Pancakes,13 pancakes,1,1,606100,False,fr_bd_839181104
136G CRUNCHY CO0KI,136g crunchy co0ki,1,1,606100,False,fr_bd_839181104
136G CRUNCHY COOKI,136g crunchy cooki,1,1,606100,False,fr_bd_839181104
15 KINDER COUNTRY,15 kinder country,1,1,606100,False,fr_bd_839181104
"15 S.POUB.COULIS,50L ELEMBAL,1P",15 s poub coulis 50l elembal 1p,1,1,606100,False,fr_bd_839181104
150G BISCUIT DOUBL,150g biscuit doubl,1,1,606100,False,fr_bd_839181104
150G DES GOUDA MIM,150g des gouda mim,1,1,606100,False,fr_bd_839181104
150G MINI ROULES,150g mini roules,1,1,606100,False,fr_bd_839181104
15X30G PANES COLIN,15x30g panes colin,1,1,606100,False,fr_bd_839181104
16X125G YRT FTS MI,16x125g yrt fts mi,1,1,606100,False,fr_bd_839181104
170G FEUILLES BRIC,170g feuilles bric,1,1,60610000,False,fr_bd_839181104
1756 PICK ET CRO,1756 pick et cro,1,1,606100,False,fr_bd_888020088
175G KIRI GOIJTER 5,175g kiri goijter 5,1,1,606100,False,fr_bd_839181104
175G MINI BN CHOCO,175g mini bn choco,1,1,606100,False,fr_bd_839181104
180G NAPOLITAIN CL,180g napolitain cl,1,1,606100,False,fr_bd_839181104
189G MIN MARB CHO,189g min marb cho,1,1,606100,False,fr_bd_839181104
190G X4ICEPOP CR,190g x4icepop cr,1,1,60610000,False,fr_bd_839181104
190G.FESTO VERDE C,190g festo verde c,1,1,606100,False,fr_bd_839181104
195G SCO SOUR CREA,195g sco sour crea,1,1,60610000,False,fr_bd_839181104
1KG PDT RISSOLEE C,1kg pdt rissolee c,1,1,606100,False,fr_bd_839181104
1L HUILE TOURNESOL,1l huile tournesol,1,1,606100,False,fr_bd_839181104
1L OASIS TROPICAL,1l oasis tropical,1,1,606100,False,fr_bd_839181104
1ONUT TOPPING,1onut topping,1,1,60610000,False,fr_bd_839181104
1Pistachio Loaf Cake,1pistachio loaf cake,1,1,606100,False,fr_bd_839181104
1TL CLASSIC HTCHOC 3 Mocha Sauce 12%Milk 1 No Whipped Cream,1tl classic htchoc 3 mocha sauce 12 milk 1 no whipped cream,1,1,606100,False,fr_bd_839181104
1dap-hous90x200cm percale div.ctr,1dap hous90x200cm percale div ctr,1,1,60610000,False,fr_bd_839181104
1mr drap-housse 90x200cim percale div.clr,1mr drap housse 90x200cim percale div clr,1,1,60610000,False,fr_bd_839181104
1mr drap-housse 90x200cm percale div.clr,1mr drap housse 90x200cm percale div clr,1,1,60610000,False,fr_bd_839181104
1mr drap-nousse 90x200cm percale div.clr Erreur d'achat,1mr drap nousse 90x200cm percale div clr erreur d achat,1,1,606200,False,fr_bd_839181104
2 CHIFFONS MICROFI,2 chiffons microfi,1,1,60610000,False,fr_bd_839181104
2 SANGLES CROCHET 5MX25MM 250KG STANDERS,2 sangles crochet 5mx25mm 250kg standers,1,1,606200,False,fr_bd_839181104
2 unités de SMS/MMS vers l'international,2 unites de sms mms vers l international,1,1,6061,False,fr_bd_831060876
2 voiture autonome lum/sur,2 voiture autonome lum sur,1,1,60610000,False,fr_bd_839181104
20 FEUILLES DE BRICK,20 feuilles de brick,1,1,6068,False,fr_bd_839181104
20 HAT DJE EF M DAU MATINE,20 hat dje ef m dau matine,1,1,606100,False,fr_bd_839181104
"20 OEUFS F.SOL.DJP 0DNU,1.26KG",20 oeufs f sol djp 0dnu 1 26kg,1,1,606100,False,fr_bd_839181104
20 TR. HAM/EM/CHE.PRESIDEN.340G,20 tr ham em che presiden 340g,1,1,606100,False,fr_bd_839181104
200G BTE FROM.FOND,200g bte from fond,1,1,606100,False,fr_bd_839181104
200G EMMENTAL RAPE,200g emmental rape,1,1,606100,False,fr_bd_839181104
200MLATO A/TRANSP,200mlato a transp,1,1,60610000,False,fr_bd_839181104
208G MILKA CO0KIES,208g milka co0kies,1,1,606100,False,fr_bd_839181104
20X50G PANE COLIN,20x50g pane colin,1,1,606100,False,fr_bd_839181104
20cl Fanta,20cl fanta,1,1,6068,False,fr_bd_839181104
220G MADELEINE LG,220g madeleine lg,1,1,60610000,False,fr_bd_839181104
225/55 R17 101V VanContact 200 RF - 4 pneus,225 55 r17 101v vancontact 200 rf 4 pneus,1,1,6063,False,fr_bd_888020088
225G BISC MILKY CH,225g bisc milky ch,1,1,60610000,False,fr_bd_839181104
225G CHOCORICO,225g chocorico,1,1,606100,False,fr_bd_839181104
225G GTER DR CHOC,225g gter dr choc,1,1,60610000,False,fr_bd_839181104
24 0EUFS ERWAN,24 0eufs erwan,1,1,6068,False,fr_bd_839181104
240G BROUN.IND CHG,240g broun ind chg,1,1,606100,False,fr_bd_839181104
240G MADELEI.LG FO,240g madelei lg fo,1,1,60610000,False,fr_bd_839181104
240filtre huile nor auto,240filtre huile nor auto,1,1,606200,False,fr_bd_888020088
24FEUTRES DOUBLE,24feutres double,1,1,60610000,False,fr_bd_839181104
24P KIRI 432G,24p kiri 432g,1,1,606100,False,fr_bd_839181104
24X100G EMINCE GEL,24x100g emince gel,1,1,606100,False,fr_bd_839181104
250ML FRAP VERRE V,250ml frap verre v,1,1,606100,False,fr_bd_839181104
25CL RED BULL ABR,25cl red bull abr,1,1,606100,False,fr_bd_839181104
25CLRED BULL RED,25clred bull red,1,1,606100,False,fr_bd_839181104
260G BARRE T.BREAK,260g barre t break,1,1,606100,False,fr_bd_839181104
260G BARRET.BREAK,260g barret break,1,1,606100,False,fr_bd_839181104
264G MINIBABY F12,264g minibaby f12,1,1,606100,False,fr_bd_839181104
