article_source,normalized_label,invoice_count,line_occurrences,sample_account,already_in_base,partitions
DÉLICE DE DINDE HALAL,delice de dinde halal,24,24,607,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
JAMBON DE POULET DK01,jambon de poulet dk01,24,24,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
LAPIN X6 HALAL,lapin x6 halal,24,24,6011,False,fr_bd_828612630 | fr_bd_837602275
OLIVES VIOLETTES TAILLADEES 7.5KG,olives violettes tailladees 7 5kg,24,24,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
CUISSE DE POULET FERMIER HALAL origine : FR,cuisse de poulet fermier halal origine fr,23,26,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
BOEUF CUISSE FLANCH,boeuf cuisse flanch,23,25,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
AGNEAU TESTICULES - ORIGINE :FRANCE,agneau testicules origine france,23,23,6011,False,fr_bd_519665103
ENTRECOTE DE BOEUF,entrecote de boeuf,23,23,6011,False,fr_bd_828612630 | fr_bd_837602275
VOL'LIGHT ORIENTAL HALAL,vol light oriental halal,23,23,6011,False,fr_bd_828612630 | fr_bd_837602275
FILET,filet,22,32,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
AILES DE POULET ID HALAL,ailes de poulet id halal,22,23,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
BASSE SANS POITRINE CARCASSE VEAU,basse sans poitrine carcasse veau,22,23,6011,False,fr_bd_837602275
CONCENTRE DE TOMATE ROLLI 1/2 440G X 12,concentre de tomate rolli 1 2 440g x 12,22,23,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
AGNEAU FRESSURE,agneau fressure,22,22,6011,False,fr_bd_519665103
DEHANCHE AVEC FILET TOP WAGYU,dehanche avec filet top wagyu,22,22,6011,False,fr_bd_837602275
FOIE DE POULET CEE HALAL origine : BE,foie de poulet cee halal origine be,22,22,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Plus value pour localisation intramuros. Plus value liée aux difficultés d'accessibilité et de stationnement du chantier.,plus value pour localisation intramuros plus value liee aux difficultes d accessibilite et de stationnement du chantier,22,22,6068,False,fr_bd_832065999
ROULADE DE VOLAILLE FINES HERBES HALAL,roulade de volaille fines herbes halal,22,22,6011,False,fr_bd_828612630 | fr_bd_837602275
RUMSTEACK BLANC BLEU BELGE PRODUITS REFRIGERES,rumsteack blanc bleu belge produits refrigeres,22,22,6011,False,fr_bd_519665103 | fr_bd_837602275
Saucisson Sec Italien 280G Halal,saucisson sec italien 280g halal,22,22,601,False,fr_bd_828612630 | fr_bd_837602275
VEAU QUEUE SOUS-VIDE ORIGINE :FRANCE,veau queue sous vide origine france,22,22,6011,False,fr_bd_519665103 | fr_bd_828612630
VOL'LIGHT CHAMPIGNON HALAL,vol light champignon halal,22,22,6011,False,fr_bd_828612630 | fr_bd_837602275
FAC GROUPE SODIVI,fac groupe sodivi,21,559,606,False,fr_bd_837602275
Traitement des tableaux de menuiseries/Velux. Traitement des retours en tableau de menuiseries/Velux.,traitement des tableaux de menuiseries velux traitement des retours en tableau de menuiseries velux,21,27,6063,False,fr_bd_832065999
SELLE AGNEAU,selle agneau,21,26,6011,False,fr_bd_519665103
AGNEAU TETE KG,agneau tete kg,21,22,607000,False,fr_bd_519665103
AGNEAU FRESSURE KG,agneau fressure kg,21,21,607000,False,fr_bd_519665103
AGNEAU PANSE VERTE SALEE ORIGINE :FRANCE,agneau panse verte salee origine france,21,21,6011,False,fr_bd_519665103 | fr_bd_828612630
AGNEAU TETE ORIGINE :FRANCE TRACE : 0000001 N° ABT : FR,agneau tete origine france trace 0000001 n abt fr,21,21,6011,False,fr_bd_519665103 | fr_bd_828612630
"LE SUPREME ""BLACK ANGUS""",le supreme black angus,21,21,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
OEUFS MOYENS BLANCS 10*30,oeufs moyens blancs 10 30,21,21,601,False,fr_bd_519665103 | fr_bd_837602275
OLIVES MEXICAINE 8KG,olives mexicaine 8kg,21,21,601,False,fr_bd_837602275
Offre Spéciale - Réduction sur la position 1,offre speciale reduction sur la position 1,21,21,6061,False,fr_bd_832065999
VENTE VIANDE HALAL,vente viande halal,21,21,607,False,fr_bd_837602275
AGNEAU HALAL OVIN,agneau halal ovin,20,22,6011,False,fr_bd_837602275
ARRIERE 8 COTES - VIANDE HALLAL BLANC BLEU BELGE,arriere 8 cotes viande hallal blanc bleu belge,20,21,6011,False,fr_bd_519665103 | fr_bd_837602275
AGNEAU PANSE VERTE SALEE ORIGINE :FRANCE TRACE : 0000001 N° ABT : FR,agneau panse verte salee origine france trace 0000001 n abt fr,20,20,6011,False,fr_bd_519665103 | fr_bd_828612630
"FILET 2,5+ AVEC CHAINETTE GALICIA Origen VACIO",filet 2 5 avec chainette galicia origen vacio,20,20,6011,False,fr_bd_837602275
FRESSURE AGNEAU,fressure agneau,20,20,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
OLIVES VERTES CASSEES PIQUANTE 8KG,olives vertes cassees piquante 8kg,20,20,601,False,fr_bd_519665103 | fr_bd_837602275
PILON DE POULET HALLAL CEE,pilon de poulet hallal cee,20,20,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Spotify Premium Duo,spotify premium duo,20,20,606100,False,fr_bd_832065999
MILIEU TRAIN VA VIANDE VIANDE HALLAL BLANC BLEU BELGE,milieu train va viande viande hallal blanc bleu belge,19,41,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
FILET DE POULET FERMIER HALAL origine : FR,filet de poulet fermier halal origine fr,19,30,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
SOUS GANT COTON A LISERE PAQ DE,sous gant coton a lisere paq de,19,24,6068,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
FILET DE POULET FERMIER HALAL A S/AT,filet de poulet fermier halal a s at,19,23,6011,False,fr_bd_837602275
GARDE,garde,19,21,6068,False,fr_bd_519665103 | fr_bd_837602275
CORDON BLEU HALAL,cordon bleu halal,19,20,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Carburant,carburant,19,20,6068,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_832065999 | fr_bd_837602275
CREPINE VEAU -V,crepine veau v,19,19,6011,False,fr_bd_519665103 | fr_bd_828612630
FILET DE DINDE CEE HALAL origine : IT,filet de dinde cee halal origine it,19,19,6011,False,fr_bd_519665103 | fr_bd_828612630
OEUFS MOY.BLANCS FILMES 30 X 8,oeufs moy blancs filmes 30 x 8,19,19,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Pack digital,pack digital,19,19,6068,False,fr_bd_837602275
Saucisson fumé au Bœuf et poivre vert Halal 2.5kg,saucisson fume au b uf et poivre vert halal 2 5kg,19,19,601,False,fr_bd_828612630 | fr_bd_837602275
VEAU PIED,veau pied,19,19,607000,False,fr_bd_519665103
CUISSEAU DE VEAU - VIANDE HALLAL,cuisseau de veau viande hallal,18,31,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Repas,repas,18,20,606100,False,fr_bd_519665103 | fr_bd_832065999
EPAULE AGNEAU,epaule agneau,18,19,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
AGNEAU TESTICULES,agneau testicules,18,18,607000,False,fr_bd_519665103
CUISSE POULET HALAL CEE 10KG origine : BE,cuisse poulet halal cee 10kg origine be,18,18,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
LAIT FERMENTEE LUXLAIT X8,lait fermentee luxlait x8,18,18,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
POMS 6 X 1.3L,poms 6 x 1 3l,18,18,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
POULET FERMIER JAUNE PAC HALAL origine : FR,poulet fermier jaune pac halal origine fr,18,18,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Roulade poulet nature Halal,roulade poulet nature halal,18,18,601,False,fr_bd_828612630 | fr_bd_837602275
SEMOULE DE BLE MOYENNE RENARD 10x1KG,semoule de ble moyenne renard 10x1kg,18,18,601,False,fr_bd_828612630 | fr_bd_837602275
"TRAIN DE COTE DE BOEUF ""ANGUS"" HALAL",train de cote de boeuf angus halal,18,18,6011,False,fr_bd_828612630 | fr_bd_837602275
RUMSTEACK CARCASSE BEUF,rumsteack carcasse beuf,17,29,6011,False,fr_bd_837602275
BOITE PLANCHA CARTON 455X190X50MM /20,boite plancha carton 455x190x50mm 20,17,22,606200,False,fr_bd_828612630 | fr_bd_837602275
AILE DE POULET HALAL UE origine : BE,aile de poulet halal ue origine be,17,20,6071,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
CHULETERO EXTRA PREMIUM GALICIA Origen,chuletero extra premium galicia origen,17,20,6011,False,fr_bd_837602275
AGNEAU ******* MOIS DE 12 MOIS,agneau mois de 12 mois,17,18,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
CERVELLE AGNEAU provenance FR,cervelle agneau provenance fr,17,18,6011,False,fr_bd_519665103 | fr_bd_828612630
CUISSE DE POULET HALAL origine : FR,cuisse de poulet halal origine fr,17,18,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
GRAND SAUCISSON SEC HL COUPE,grand saucisson sec hl coupe,17,18,607,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
CUISSE DE DINDE HALAL UE,cuisse de dinde halal ue,17,17,6011,False,fr_bd_519665103 | fr_bd_837602275
CUISSE DE POULET HALAL UE origine : UE,cuisse de poulet halal ue origine ue,17,17,6011,False,fr_bd_837602275
PIGEON HALAL,pigeon halal,17,17,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
SAC POUBELLE 130L 45 25SAC/RL,sac poubelle 130l 45 25sac rl,17,17,60620000,False,fr_bd_832065999
TETE AGNEAU ECHAUDEES provenan,tete agneau echaudees provenan,17,17,6011,False,fr_bd_519665103 | fr_bd_828612630
Facture,facture,16,238,607,False,fr_bd_828612630 | fr_bd_837602275
BOEUF CUISSE FLANCH CARCASSE BEUF,boeuf cuisse flanch carcasse beuf,16,53,6011,False,fr_bd_828612630 | fr_bd_837602275
TRANCHE DOUBLE - VIANDE HALLAL BLANC BLEU BELGE,tranche double viande hallal blanc bleu belge,16,22,6011,False,fr_bd_519665103 | fr_bd_837602275
INTERBEV,interbev,16,21,6068,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
POULET FERMIER HALAL EFFILÉ,poulet fermier halal effile,16,19,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
CASQUE AGNEAU MOINS DE 12 MOIS,casque agneau moins de 12 mois,16,17,6011,False,fr_bd_519665103 | fr_bd_837602275
Pantalon Saveur PC noir,pantalon saveur pc noir,16,17,6061,False,fr_bd_837602275
Repas complet,repas complet,16,17,606100,False,fr_bd_832065999
CAILLE HALAL - origine : FR,caille halal origine fr,16,16,6011,False,fr_bd_837602275
COPPA BOEUF HALAL,coppa boeuf halal,16,16,6011,False,fr_bd_828612630 | fr_bd_837602275
DEHANCHE AVEC FILET EXTRA PREMIUM Origen,dehanche avec filet extra premium origen,16,16,6011,False,fr_bd_837602275
EPAULE AGNEAU MOINS DE 12 MOIS,epaule agneau moins de 12 mois,16,16,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Forme Poulet Fumé Halal en Bloc,forme poulet fume halal en bloc,16,16,601,False,fr_bd_828612630 | fr_bd_837602275
HAWAI X6 1.3L,hawai x6 1 3l,16,16,6068,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Jambon de Dinde Halal 5 kg Premier Choix,jambon de dinde halal 5 kg premier choix,16,16,601,False,fr_bd_828612630 | fr_bd_837602275
MORTIER ADHESIF MAP 25KG PLACO,mortier adhesif map 25kg placo,16,16,60610000,False,fr_bd_832065999
Manutention et approvisionnement. Approvisionnement à pied d'œuvre des différents matériaux.,manutention et approvisionnement approvisionnement a pied d uvre des differents materiaux,16,16,6068,False,fr_bd_832065999
OLIVE VERTE DENOYAUTEE,olive verte denoyautee,16,16,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
QUEUE BOEUF FRAICHE,queue boeuf fraiche,16,16,6011,False,fr_bd_519665103 | fr_bd_828612630
ROGNON BOEUF,rognon boeuf,16,16,6011,False,fr_bd_519665103
Roulade Halal Mosaique,roulade halal mosaique,16,16,601,False,fr_bd_828612630 | fr_bd_837602275
SEMOULE DE BLE FINE RENARD 10 X 1KG,semoule de ble fine renard 10 x 1kg,16,16,601,False,fr_bd_828612630 | fr_bd_837602275
Saucisson sec 280G Sup Sicilien,saucisson sec 280g sup sicilien,16,16,601,False,fr_bd_828612630 | fr_bd_837602275
Saucissons secs 280g Halal au Piment d'Espelette Premier Choix,saucissons secs 280g halal au piment d espelette premier choix,16,16,601,False,fr_bd_828612630 | fr_bd_837602275
BAVETTE ALOYAU VA VIANDE VIANDE HALLAL BLANC BLEU BELGE,bavette aloyau va viande viande hallal blanc bleu belge,15,43,6011,False,fr_bd_828612630 | fr_bd_837602275
BASSE SANS POITRINE DE VEAU VIANDE HALLAL VEAU,basse sans poitrine de veau viande hallal veau,15,19,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
AGNEAU LANGUE ORIGINE :FRANCE,agneau langue origine france,15,15,6011,False,fr_bd_519665103 | fr_bd_828612630
AILES DE POULET HALAL,ailes de poulet halal,15,15,6011,False,fr_bd_519665103 | fr_bd_828612630
BOEUF QUEUE SOUS-VIDE ORIGINE :FRANCE TRACE : 0000001 N° ABT : FR,boeuf queue sous vide origine france trace 0000001 n abt fr,15,15,6011,False,fr_bd_519665103 | fr_bd_828612630
Blouse porteur PC 50/50 blanc,blouse porteur pc 50 50 blanc,15,15,6061,False,fr_bd_837602275
CARRE SANS ROGNONS - CARCASSE VEAU - Label : VIANDE HALLAL ; Né en : PAYS BAS ; Elevé en : PAYS BAS ; Code abattoir : NL 9 EG ; Abattu en : PAYS BAS ; Atelier découpe : 94-065-243 ; Découpé en : FRANCE,carre sans rognons carcasse veau label viande hallal ne en pays bas eleve en pays bas code abattoir nl 9 eg abattu en pays bas atelier decoupe 94 065 243 decoupe en france,15,15,6011,False,fr_bd_837602275
"CUMIN MOULU 20 X 100GR ""ESPIG""",cumin moulu 20 x 100gr espig,15,15,601,False,fr_bd_837602275
Commande personnalisée,commande personnalisee,15,15,606200,False,fr_bd_832065999
"Déport d'un radiateur électrique, d'une prise de courant, d'un interrupteur ou d'un point lumineux. Inclus : Raccordement.",deport d un radiateur electrique d une prise de courant d un interrupteur ou d un point lumineux inclus raccordement,15,15,6063,False,fr_bd_832065999
EPICES POULET ROTI par 10 KILO,epices poulet roti par 10 kilo,15,15,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Ecusson standard,ecusson standard,15,15,6061,False,fr_bd_837602275
FEUILLES DE BRICK MIL BRICK 2X25 PCS,feuilles de brick mil brick 2x25 pcs,15,15,6061,False,fr_bd_519665103 | fr_bd_837602275
JAMBON DE DINDE FUME 1/2 HALAL,jambon de dinde fume 1 2 halal,15,15,6011,False,fr_bd_828612630 | fr_bd_837602275
JAMBON DE POULET,jambon de poulet,15,15,6011,False,fr_bd_828612630 | fr_bd_837602275
KNAUF STD KS BA13 2500X1200,knauf std ks ba13 2500x1200,15,15,60620000,False,fr_bd_832065999
LANGUE VEAU UE (V),langue veau ue v,15,15,6011,False,fr_bd_828612630
MATCH ACRYL SAT INT A+ BLANC 15L,match acryl sat int a blanc 15l,15,15,6061,False,fr_bd_832065999
PANSE D'AGNEAU SALEE provenanc,panse d agneau salee provenanc,15,15,6011,False,fr_bd_519665103 | fr_bd_828612630
PAVILLON DE LA TRIPERIE FR.94.065.501.CE,pavillon de la triperie fr 94 065 501 ce,15,15,601,False,fr_bd_519665103 | fr_bd_828612630
PRODUITS REFRIGERES,produits refrigeres,15,15,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Palletes,palletes,15,15,6068,False,fr_bd_837602275
Remise,remise,15,15,609,False,fr_bd_832065999 | fr_bd_837602275
Sac a linge bleu fermeture sangle,sac a linge bleu fermeture sangle,15,15,6061,False,fr_bd_837602275
VOL'LIGHT MECHOUIA HALAL,vol light mechouia halal,15,15,6011,False,fr_bd_828612630 | fr_bd_837602275
VOL'LIGHT NATURE ROTI HALAL,vol light nature roti halal,15,15,6011,False,fr_bd_828612630 | fr_bd_837602275
BAVETTE ALOYAU BLANC BLEU BELGE HALLAL,bavette aloyau blanc bleu belge hallal,14,38,6011,False,fr_bd_837602275
BASSE SANS POITRINE DE VEAU 12,basse sans poitrine de veau 12,14,30,6011,False,fr_bd_837602275
MILIEU TRAIN,milieu train,14,30,6011,False,fr_bd_828612630 | fr_bd_837602275
RAQUETTE,raquette,14,22,6011,False,fr_bd_828612630 | fr_bd_837602275
AGNEAU ORIGINE FRANCE GARANTIE MOINS DE 12 MOIS,agneau origine france garantie moins de 12 mois,14,20,6011,False,fr_bd_828612630 | fr_bd_837602275
"Fourniture et pose de plinthes en medium prépeintes. Hauteur 10 cm. Inclus : plinthes hydrofuges dans salle de bain / salle d'eau, joint acrylique au dessus des plinthes. Localisation : ensemble de l'appartement",fourniture et pose de plinthes en medium prepeintes hauteur 10 cm inclus plinthes hydrofuges dans salle de bain salle d eau joint acrylique au dessus des plinthes localisation ensemble de l appartement,14,17,6063,False,fr_bd_832065999
FOIE GRAS DE CANARD DEVEINE HALAL,foie gras de canard deveine halal,14,16,6011,False,fr_bd_828612630 | fr_bd_837602275
ALOYAU MILIEU TRAIN BLANC BLEU BELGE VIANDE HALLAL,aloyau milieu train blanc bleu belge viande hallal,14,15,6011,False,fr_bd_828612630 | fr_bd_837602275
BRESAOLA BLACK ANGUS 1/2 HALAL,bresaola black angus 1 2 halal,14,15,6071,False,fr_bd_828612630 | fr_bd_837602275
"Mises-en place de baguettes d'angle PVC entoilées. Compris : Chaque angle d'encadrement de fenêtres et de façades pour en assurer le renforcement, la protection et la finition.",mises en place de baguettes d angle pvc entoilees compris chaque angle d encadrement de fenetres et de facades pour en assurer le renforcement la protection et la finition,14,15,6063,False,fr_bd_832065999
Saucisson fumée au Bœuf piquant Halal 2.5kg,saucisson fumee au b uf piquant halal 2 5kg,14,15,601,False,fr_bd_828612630 | fr_bd_837602275
VEAU SANS POITRINE,veau sans poitrine,14,15,6011,False,fr_bd_828612630 | fr_bd_837602275
BACON DE DINDE 1/2 HALAL,bacon de dinde 1 2 halal,14,14,6011,False,fr_bd_828612630 | fr_bd_837602275
BARQUETTES FRAICHEUR ECO 500CC,barquettes fraicheur eco 500cc,14,14,606200,False,fr_bd_828612630
CHULETERO EXTRA PREMIUM MINHOTA Origen,chuletero extra premium minhota origen,14,14,6011,False,fr_bd_837602275
COEUR OVIN,coeur ovin,14,14,6011,False,fr_bd_837602275
DOUBLAGE PU 10+80 2.5X1.2M SOPREMA,doublage pu 10 80 2 5x1 2m soprema,14,14,607,False,fr_bd_832065999
FILET DE POULET 10KG PLUDIS,filet de poulet 10kg pludis,14,14,6011,False,fr_bd_828612630 | fr_bd_837602275
FILET DE POULET HALAL CEE origine : UE,filet de poulet halal cee origine ue,14,14,6011,False,fr_bd_519665103 | fr_bd_828612630
FOIE VEAU BLANC - V,foie veau blanc v,14,14,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
FRESSURE OVIN,fressure ovin,14,14,6011,False,fr_bd_837602275
INTERBEV Boeuf,interbev boeuf,14,14,6068,False,fr_bd_519665103 | fr_bd_828612630
PALERON,paleron,14,14,6011,False,fr_bd_837602275
PERSIL DESHYDRATE 1kg HELA,persil deshydrate 1kg hela,14,14,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
POIS CHICHE Bocal,pois chiche bocal,14,14,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
POULET PAC HALLAL,poulet pac hallal,14,14,6011,False,fr_bd_519665103 | fr_bd_828612630
PROGOLD MASQUAGE PRO SUP 48MMX50M,progold masquage pro sup 48mmx50m,14,14,607,False,fr_bd_832065999
Saucissons secs 280 grs Halal aux Piment,saucissons secs 280 grs halal aux piment,14,14,601,False,fr_bd_828612630 | fr_bd_837602275
TE 87.30 DEGRES FF D40,te 87 30 degres ff d40,14,14,607,False,fr_bd_832065999
Traitement des déchets résiduels,traitement des dechets residuels,14,14,6068,False,fr_bd_832065999
VEAU PIED ORIGINE :FRANCE TRACE : 0000001 N° ABT : FR,veau pied origine france trace 0000001 n abt fr,14,14,6011,False,fr_bd_519665103 | fr_bd_828612630
BOEUF CUISSE HANCHE BLANC BLEU BELGE VIANDE HALLAL,boeuf cuisse hanche blanc bleu belge viande hallal,13,24,6011,False,fr_bd_828612630 | fr_bd_837602275
RAQUETTE VA VIANDE VIANDE HALLAL BLANC BLEU BELGE,raquette va viande viande hallal blanc bleu belge,13,22,6011,False,fr_bd_828612630 | fr_bd_837602275
FILET VA VIANDE VIANDE HALLAL BLANC BLEU BELGE,filet va viande viande hallal blanc bleu belge,13,20,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
AVANT DROIT 5 COTES BLANC BLEU BELGE VIANDE HALLAL,avant droit 5 cotes blanc bleu belge viande hallal,13,17,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Achat non détaillé,achat non detaille,13,13,606,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_832065999 | fr_bd_837602275
"BASSE-COTE DE BOEUF HALAL ""ANGUS""",basse cote de boeuf halal angus,13,13,6011,False,fr_bd_828612630 | fr_bd_837602275
BOUILLON KNORR MOUTON MAROC 648G,bouillon knorr mouton maroc 648g,13,13,601,False,fr_bd_519665103 | fr_bd_837602275
Brésaola Halal en bloc,bresaola halal en bloc,13,13,601,False,fr_bd_828612630 | fr_bd_837602275
CERVELLE DE VEAU CARCASSE ABATS,cervelle de veau carcasse abats,13,13,6011,False,fr_bd_837602275
COUSCOUS DARI Moyen 1kg,couscous dari moyen 1kg,13,13,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Certificats d'Economie d'Energie (cEE),certificats d economie d energie cee,13,13,6061,False,fr_bd_837602275
EMMENTAL RAPE,emmental rape,13,13,601,False,fr_bd_828612630
GRENAILLE FR,grenaille fr,13,13,601,False,fr_bd_828612630
JAMBON CUIT DE VEAU HALAL,jambon cuit de veau halal,13,13,6011,False,fr_bd_828612630 | fr_bd_837602275
JAMBON DE VEAU HALAL,jambon de veau halal,13,13,6011,False,fr_bd_828612630 | fr_bd_837602275
Manutention et approvisionnement. Approvisionnement à pied d'oeuvre des différents matériaux.,manutention et approvisionnement approvisionnement a pied d oeuvre des differents materiaux,13,13,6068,False,fr_bd_832065999
"Nettoyage et mise a la déchéterie. Nettoyage en cours et en fin de chantier. Aspiration des sols, mise à la déchéterie des éléments déconstruits et déchets du chantier.",nettoyage et mise a la decheterie nettoyage en cours et en fin de chantier aspiration des sols mise a la decheterie des elements deconstruits et dechets du chantier,13,13,6063,False,fr_bd_832065999
PANSETTE AGNEAU VERTE,pansette agneau verte,13,13,6011,False,fr_bd_519665103
PATES RANDA FELL N°2 500G X24,pates randa fell n 2 500g x24,13,13,601,False,fr_bd_837602275
PATES WARDA 500G X24,pates warda 500g x24,13,13,601,False,fr_bd_828612630 | fr_bd_837602275
PIED VEAU,pied veau,13,13,607,False,fr_bd_519665103 | fr_bd_828612630
PIED VEAU-V,pied veau v,13,13,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
PINTADE FERMIERE PAC HALAL,pintade fermiere pac halal,13,13,6013,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
PRESTONETT G BLANC SAC 25KG,prestonett g blanc sac 25kg,13,13,607,False,fr_bd_832065999
RIZ BASMATI TETE ELEPHANT 1KG X10 HDC,riz basmati tete elephant 1kg x10 hdc,13,13,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Remise pro 4€/mois pdt 12 mois Livebox Pro Fibre,remise pro 4 mois pdt 12 mois livebox pro fibre,13,13,6061,False,fr_bd_832065999
Remise pro 7€/mois pdt 12 mois Livebox Pro Fibre,remise pro 7 mois pdt 12 mois livebox pro fibre,13,13,6061,False,fr_bd_832065999
SAUCE NAWHAL'S MAYO EXTRA 12X500ML,sauce nawhal s mayo extra 12x500ml,13,13,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
Saucissons secs 280 g Halal à la Fourme d'Ambert Premier Choix,saucissons secs 280 g halal a la fourme d ambert premier choix,13,13,601,False,fr_bd_828612630 | fr_bd_837602275
Tablier boucher bretelle PC 50/50 blanc,tablier boucher bretelle pc 50 50 blanc,13,13,6061,False,fr_bd_837602275
Tapis 85*150 paysage gris BOUCHERIE,tapis 85 150 paysage gris boucherie,13,13,6061,False,fr_bd_837602275
VEAU LANGUE ORIGINE :PAYS-BAS,veau langue origine pays bas,13,13,6011,False,fr_bd_519665103 | fr_bd_828612630
VEAU PIED KG,veau pied kg,13,13,607000,False,fr_bd_519665103
Veste H Saveurs PC jeans noir,veste h saveurs pc jeans noir,13,13,6061,False,fr_bd_837602275
BOEUF CUISSE HANCHE - VIANDE HALLAL BLANC BLEU BELGE,boeuf cuisse hanche viande hallal blanc bleu belge,12,21,6011,False,fr_bd_828612630 | fr_bd_837602275
SELLE AGNEAU MOINS DE 12 MOIS,selle agneau moins de 12 mois,12,16,6011,False,fr_bd_519665103
CULOTTE AGNEAU MOINS DE 12 MOIS,culotte agneau moins de 12 mois,12,15,6011,False,fr_bd_519665103 | fr_bd_837602275
CARRE DE VEAU SANS ROGNONS VIANDE HALLAL VEAU,carre de veau sans rognons viande hallal veau,12,14,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
FILET SOUS VIDE BEUF,filet sous vide beuf,12,14,6011,False,fr_bd_837602275
CARRE AGNEAU - NE:GB ELV:GB ABT:GB GB 2138 - MOINS DE 12 MOIS,carre agneau ne gb elv gb abt gb gb 2138 moins de 12 mois,12,13,6011,False,fr_bd_828612630
AILES DE POULET HALLAL CEE,ailes de poulet hallal cee,12,12,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
BASSE SANS POITRINE DE VEAU - VIANDE HALLAL - PRODUITS REFRIGERES,basse sans poitrine de veau viande hallal produits refrigeres,12,12,6011,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275
BOGA NOIR 1.5L,boga noir 1 5l,12,12,601,False,fr_bd_519665103 | fr_bd_828612630 | fr_bd_837602275 | fr_bd_931589238
BOGA NOIR 1.5L X 6,boga noir 1 5l x 6,12,12,601,False,fr_bd_519665103 | fr_bd_837602275
BOUILLON KNORR BOEUF MAROC 648G,bouillon knorr boeuf maroc 648g,12,12,601,False,fr_bd_519665103 | fr_bd_837602275
BOYAU NATUREL DE MOUTON SIMPLE 22/24 HALAL,boyau naturel de mouton simple 22 24 halal,12,12,6011,False,fr_bd_519665103 | fr_bd_837602275
Bresaola de Black Angus Halal Premier choix,bresaola de black angus halal premier choix,12,12,601,False,fr_bd_828612630 | fr_bd_837602275
CECINA DE LEON 10-12 Mois HALAL S/AT 100G,cecina de leon 10 12 mois halal s at 100g,12,12,601,False,fr_bd_828612630 | fr_bd_837602275
